microRNA ID	P-value (EV CL1-0 vs. CE CL1-0)	FDR step up (EV CL1-0 vs. CE CL1-0)	Ratio (EV CL1-0 vs. CE CL1-0)	Log2(Ratio) (EV CL1-0 vs. CE CL1-0)	Fold change (EV CL1-0 vs. CE CL1-0)	LSMean(EV CL1-0) (EV CL1-0 vs. CE CL1-0)	LSMean(CE CL1-0) (EV CL1-0 vs. CE CL1-0)
hsa-miR-95-3p	0.041209936813573336E0	0.08108188866566701E0	0.2439629402080596E0	-2.0352660866024133E0	-4.098983227317917E0	362.3747068973323E0	1485.3678459302798E0
hsa-miR-186-3p	0.04183754459097129E0	0.08205033016870099E0	4.500529163541995E-4	-11.117617738832632E0	-2221.9609376177946E0	0.009999999999990905E0	22.219609405073506E0
hsa-miR-199a-3p	0.04216211096638513E0	0.08242012659880447E0	0.3514034128271679E0	-1.5087998920301993E0	-2.845732179874513E0	3665.0682258975194E0	10429.802593714183E0
hsa-miR-30a-5p	0.04335950606497554E0	0.08421750216466402E0	0.4639980254495025E0	-1.1078094289316527E0	-2.15518158516136E0	3079.3668628656897E0	6636.594757664833E0
hsa-miR-141-5p	0.04583389873205125E0	0.08873911383905131E0	5.774464691780447E-4	-10.758025168485533E0	-1731.7622556830784E0	0.010000000000005116E0	17.317622578647217E0
hsa-miR-365b-3p	0.0460765102991456E0	0.0889247300677778E0	0.40675577904723537E0	-1.2977652515253681E0	-2.4584776701694335E0	209.0475066520088E0	513.9386271866315E0
hsa-miR-641	0.04636318470985395E0	0.08919393629895711E0	0.0010237414416630045E0	-9.931932893476587E0	-976.8091427221722E0	0.010000000000005116E0	9.76809143858284E0
hsa-miR-548e-5p	0.04665838522403614E0	0.08947778938533514E0	2.401447764333796E-4	-12.023807951759546E0	-4164.154702225712E0	0.010000000000019327E0	41.64154708094539E0
hsa-miR-193b-3p	0.04841847159869954E0	0.09252659976288032E0	3.684908325055672E-4	-11.406083651852644E0	-2713.77171909668E0	0.009999999999990905E0	27.137717227174477E0
hsa-miR-500a-5p	0.048553562251808485E0	0.09252659976288032E0	6.773083802418554E-4	-10.527899533417552E0	-1476.4323448100802E0	0.010000000000005116E0	14.764323466302926E0
hsa-miR-340-3p	0.04877452443622518E0	0.09265630660925536E0	0.0010719139096196427E0	-9.865595243747281E0	-932.9107412691747E0	0.00999999999999801E0	9.329107423463217E0
