microRNA ID	P-value (EV CL1-5 vs. CE CL1-5)	FDR step up (EV CL1-5 vs. CE CL1-5)	Ratio (EV CL1-5 vs. CE CL1-5)	Log2(Ratio) (EV CL1-5 vs. CE CL1-5)	Fold change (EV CL1-5 vs. CE CL1-5)	LSMean(EV CL1-5) (EV CL1-5 vs. CE CL1-5)	LSMean(CE CL1-5) (EV CL1-5 vs. CE CL1-5)
hsa-miR-708-5p	0.13741561181998077E0	0.27757953587636114E0	2.232939421120568E0	1.1589441118704396E0	2.232939421120568E0	2255.151626806731E0	1009.9475181324374E0
hsa-miR-1-3p	0.13902609623536571E0	0.2798997153442911E0	0.28193933449366454E0	-1.826543326733505E0	-3.5468623127592402E0	16.17239979312128E0	57.36127534536129E0
hsa-miR-203a-3p	0.14439656544901955E0	0.28974939954339685E0	7.192657311605658E0	2.8465248696929577E0	7.192657311605658E0	15247.34468121565E0	2119.8486199993204E0
hsa-miR-376b-5p	0.14796030998896817E0	0.2958490646410522E0	0.34063378944184136E0	-1.5537065434812785E0	-2.935704063999607E0	16.17239979312128E0	47.47737980592714E0
hsa-miR-106b-5p	0.1484127320971615E0	0.2958490646410522E0	0.31255495895991625E0	-1.6778182025605937E0	-3.199437319208381E0	48.49719937936386E0	155.16374960189972E0
hsa-miR-155-5p	0.14903977009922809E0	0.2961249202627286E0	3.614916307837295E0	1.853962246438968E0	3.614916307837295E0	1622.7447446641706E0	448.90243815433064E0
hsa-miR-125b-5p	0.15020008231640583E0	0.29745506497954877E0	0.7449620042581264E0	-0.42476125007265114E0	-1.3423503403987083E0	34402.4115157143E0	46180.088810951616E0
hsa-miR-497-5p	0.15465735986561852E0	0.3051824508631491E0	0.35326085231492943E0	-1.5011942134776448E0	-2.8307693690001843E0	32.33479958624257E0	91.53236023757944E0
hsa-miR-21-3p	0.15510923245189756E0	0.3051824508631491E0	2.2936979789998553E0	1.1976754380474057E0	2.2936979789998553E0	6562.442751487747E0	2861.075351092749E0
hsa-miR-542-5p	0.1562459618116602E0	0.30642411928112E0	0.3554120097454755E0	-1.4924356625148683E0	-2.8136359283867174E0	16.172399793121286E0	45.50324511410919E0
hsa-let-7e-3p	0.16378408364692382E0	0.32017146674205105E0	4.262492997756946E0	2.0916974641404167E0	4.262492997756946E0	219.23904231255244E0	51.43446390979267E0
hsa-miR-548a-3p	0.16558519042078712E0	0.3223870544523414E0	0.40510346063154806E0	-1.3036376854625E0	-2.468505202204445E0	32.33479958624257E0	79.81862100305793E0
hsa-miR-365b-3p	0.16598145377744308E0	0.3223870544523414E0	0.5332190329632591E0	-0.9071998173268702E0	-1.8754019233760246E0	395.85134757169567E0	742.3803786857836E0
hsa-miR-30c-5p	0.16672086805134653E0	0.3227886454923834E0	0.7185836646845393E0	-0.47677195546500495E0	-1.3916264022492126E0	364.70064045064396E0	507.5270401966375E0
hsa-miR-92a-1-5p	0.16780502008242715E0	0.3238530005412448E0	166.9622178379701E0	7.383377859511785E0	166.9622178379701E0	1976.5936582085449E0	11.838568522241758E0
hsa-miR-374b-3p	0.17439195360940812E0	0.33352260512290716E0	0.5336171791227031E0	-0.9061229818952655E0	-1.8740026354549841E0	223.93541217331614E0	419.65555262900347E0
hsa-miR-12136	0.17558590879615357E0	0.33352260512290716E0	0.4148870162001784E0	-1.269209585801957E0	-2.4102947572538906E0	16.17239979312128E0	38.980250439365264E0
hsa-miR-107	0.1760789522468508E0	0.33352260512290716E0	0.667818493123631E0	-0.5824720500512616E0	-1.4974128603756311E0	766.4124503482942E0	1147.6358595817824E0
hsa-miR-5699-3p	0.17895304759903072E0	0.33352260512290716E0	0.009463552211805809E0	-6.7234024735679485E0	-105.66856689948803E0	0.010000000000000009E0	1.0566856698264944E0
hsa-miR-3942-5p	0.17895304759903072E0	0.33352260512290716E0	0.009463552211805809E0	-6.7234024735679485E0	-105.66856689948803E0	0.010000000000000009E0	1.0566856698264944E0
hsa-let-7a-5p	0.17902044859439672E0	0.33352260512290716E0	0.7966939495615983E0	-0.3279024763771596E0	-1.2551871399930628E0	37320.560942345546E0	46844.2881539575E0
hsa-miR-204-5p	0.1792671802003664E0	0.33352260512290716E0	0.027863285319821955E0	-5.165490815712895E0	-35.88952230584954E0	0.010000000000000009E0	0.3588952232754987E0
hsa-miR-3657	0.17945663131565537E0	0.33352260512290716E0	0.02786328531982209E0	-5.165490815712888E0	-35.88952230584936E0	0.010000000000000009E0	0.35889522327549694E0
hsa-miR-212-3p	0.17945663131565537E0	0.33352260512290716E0	0.02786328531982209E0	-5.165490815712888E0	-35.88952230584936E0	0.010000000000000009E0	0.35889522327549694E0
hsa-miR-3129-5p	0.17966382874042086E0	0.33352260512290716E0	0.014936207082361371E0	-6.065042354779765E0	-66.95140168355934E0	0.010000000000000009E0	0.6695140173109075E0
hsa-miR-3129-3p	0.17977081244809048E0	0.33352260512290716E0	0.027863285319821202E0	-5.165490815712934E0	-35.889522305850505E0	0.010000000000000009E0	0.3588952232755085E0
hsa-miR-6834-5p	0.17992387639949023E0	0.33352260512290716E0	3116.070707719915E0	11.605512255070494E0	3116.070707719915E0	31.160707121051647E0	0.010000000000488285E0
hsa-miR-106a-3p	0.18016174034981303E0	0.33352260512290716E0	0.005699707117913629E0	-7.454896497032003E0	-175.44761148464917E0	0.010000000000000009E0	1.7544761163774945E0
hsa-miR-181a-3p	0.181800270067696E0	0.33352260512290716E0	3116.0707078582964E0	11.605512255134563E0	3116.0707078582964E0	31.160707121051647E0	0.010000000000044196E0
hsa-miR-10401-3p	0.18189066042200425E0	0.33352260512290716E0	3116.0707077907664E0	11.605512255103298E0	3116.0707077907664E0	31.160707121051647E0	0.010000000000260911E0
hsa-miR-3651	0.18229281042967338E0	0.33352260512290716E0	8082.199884322157E0	12.980532316529212E0	8082.199884322157E0	80.82199896560641E0	0.009999999999948272E0
hsa-miR-1228-5p	0.18268817312813232E0	0.33352260512290716E0	3116.070707897043E0	11.605512255152503E0	3116.070707897043E0	31.160707121051647E0	0.00999999999991985E0
hsa-miR-19b-1-5p	0.18274383939947375E0	0.33352260512290716E0	1.8418288815890773E0	0.8811390314886862E0	1.8418288815890773E0	110.79861362146715E0	60.15684449168015E0
hsa-miR-3171	0.18327232261704304E0	0.33352260512290716E0	0.0031745457239731774E0	-8.299234127001306E0	-315.00570064192567E0	0.010000000000000231E0	3.1500570094794824E0
hsa-miR-93-5p	0.18407132062180823E0	0.3339737134635203E0	1.7696363067695353E0	0.8234528900631014E0	1.7696363067695353E0	58469.42205976547E0	33040.360796431334E0
hsa-miR-346	0.18705975063963634E0	0.3368621814129014E0	0.027863285319822028E0	-5.165490815712891E0	-35.88952230584944E0	0.010000000000000009E0	0.35889522327549783E0
hsa-miR-1287-5p	0.18709376380386636E0	0.3368621814129014E0	0.009819235342021716E0	-6.6701736034241454E0	-101.84092397912795E0	0.010000000000000009E0	1.0184092405864253E0
hsa-let-7d-5p	0.18733094906955078E0	0.3368621814129014E0	2.4663580310005746E0	1.3023822450189229E0	2.4663580310005746E0	1599.537790079904E0	648.5424134415475E0
hsa-miR-5697	0.18956452476584135E0	0.33973838712795573E0	0.027863285319822028E0	-5.165490815712891E0	-35.88952230584944E0	0.010000000000000009E0	0.35889522327549783E0
hsa-miR-181a-5p	0.19005167200722276E0	0.33973838712795573E0	0.014128475533855812E0	-6.14525038287121E0	-70.77904460419087E0	0.010000000000000009E0	0.7077904465510423E0
hsa-miR-542-3p	0.19357533632466462E0	0.34501957003749045E0	0.05070064470281561E0	-4.301852097306635E0	-19.723615071594267E0	32.33479958624264E0	637.7591407773388E0
hsa-miR-449c-5p	0.19435535410091326E0	0.3453939723904793E0	0.009463552211805818E0	-6.723402473567947E0	-105.66856689948793E0	0.010000000000000009E0	1.0566856698264935E0
hsa-miR-1296-3p	0.19801987779129884E0	0.35087732731440674E0	0.007313660031548777E0	-7.095190718715372E0	-136.73044627263528E0	0.010000000000000009E0	1.367304463861929E0
hsa-miR-625-5p	0.2019674935314209E0	0.3568288661225687E0	2.2442981298639864E0	1.166264334550703E0	2.2442981298639864E0	94.63621382834587E0	42.167398598314506E0
hsa-miR-495-5p	0.20269956359796393E0	0.35687018937701914E0	1.6686398554838422E0	0.738672609719041E0	1.6686398554838422E0	47.32310691417293E0	28.360288024140026E0
hsa-miR-30b-3p	0.20316867217008516E0	0.35687018937701914E0	0.6365313858283907E0	-0.6516964431917944E0	-1.5710144421214771E0	31.16070712105165E0	48.95392091762409E0
hsa-miR-20a-3p	0.20499066843096866E0	0.3590298990438353E0	0.6564091090495688E0	-0.607332835485072E0	-1.5234401628702638E0	32.334799586242575E0	49.26013235154468E0
hsa-miR-151a-3p	0.2058323473059379E0	0.3594651367936552E0	1.6827819912745885E0	0.7508482839289521E0	1.6827819912745885E0	3725.6551132612167E0	2213.985609693772E0
hsa-miR-6720-5p	0.20779140692172546E0	0.3618436568809357E0	14.529654704080333E0	3.8609285127493607E0	14.529654704080333E0	78.47381403522459E0	5.400941426207581E0
hsa-miR-431-5p	0.21109745965947077E0	0.3647560778519233E0	1.8245148021119393E0	0.8675128554150576E0	1.8245148021119393E0	191.61061258707358E0	105.02003729748881E0
hsa-miR-139-5p	0.2111804640443657E0	0.3647560778519233E0	0.7003912563695538E0	-0.5137670214971343E0	-1.427773392237154E0	31.16070712105165E0	44.49042851340795E0
hsa-miR-29b-1-5p	0.21126960944888626E0	0.3647560778519233E0	1.8542478233263568E0	0.8908340754577332E0	1.8542478233263568E0	725.8690035057152E0	391.46277768193886E0
hsa-miR-152-3p	0.21468756489374585E0	0.36958610837340633E0	0.7314765127085247E0	-0.451116553890577E0	-1.3670978939531246E0	96.98439875872768E0	132.5871672963679E0
hsa-miR-301a-3p	0.21576169818368612E0	0.36958610837340633E0	0.29979982135167205E0	-1.7379285712918286E0	-3.3355590256572474E0	477.83743900249306E0	1593.8549827859506E0
hsa-miR-375-3p	0.2158968355844651E0	0.36958610837340633E0	9.320215535224548E0	3.2203633183993086E0	9.320215535224548E0	109.62452115627622E0	11.76201566376237E0
hsa-miR-154-5p	0.21753208894497947E0	0.37133646732579595E0	0.1218124508660274E0	-3.0372664913260268E0	-8.209341433412474E0	31.160707121051644E0	255.8088841542267E0
hsa-miR-25-3p	0.2274969070612117E0	0.3863538764555415E0	1.3546950331969188E0	0.4379681109047104E0	1.3546950331969188E0	36946.82697047992E0	27273.169284009033E0
hsa-miR-1291	0.22760451137727442E0	0.3863538764555415E0	6465.959907664292E0	12.65864884668946E0	6465.959907664292E0	64.65959917248513E0	0.010000000000005116E0
hsa-miR-628-5p	0.23246771285102127E0	0.39350679884837675E0	0.8805421574026576E0	-0.18353601778171075E0	-1.1356639674694373E0	48.497199379363856E0	55.07652185950794E0
hsa-miR-96-5p	0.23359922511628E0	0.3943206975500437E0	0.41578327263561266E0	-1.266096376544564E0	-2.405099160582123E0	762.8901729527215E0	1834.8265148568657E0
hsa-miR-656-3p	0.24115518188856058E0	0.4046207198693212E0	0.8271252689679642E0	-0.27382225130377313E0	-1.209006709766875E0	16.172399793121283E0	19.55253986354275E0
hsa-miR-487b-3p	0.2414759834420137E0	0.4046207198693212E0	0.6709738300452277E0	-0.5756715967186009E0	-1.4903710923160653E0	143.12341320770972E0	213.30699769275154E0
hsa-miR-449a	0.2417445770224437E0	0.4046207198693212E0	0.7986240000082528E0	-0.3244116668274745E0	-1.2521537043585795E0	16.172399793121283E0	20.25033031009372E0
hsa-miR-30c-1-3p	0.24237181734746469E0	0.4046207198693212E0	1.7224752438412925E0	0.78448324804187E0	1.7224752438412925E0	205.424827449813E0	119.26141067364864E0
hsa-miR-539-3p	0.24319165606882887E0	0.4048740208178854E0	0.1325904957410169E0	-2.9149507299853417E0	-7.542018712662901E0	48.49719937936385E0	365.76678535570795E0
hsa-miR-2277-5p	0.2481789334127876E0	0.4120450236935597E0	17.263542692855037E0	4.109656648683177E0	17.263542692855037E0	78.47381403522459E0	4.545637902581433E0
hsa-miR-1260b	0.2494253162087486E0	0.4127824278023283E0	64.44327532835895E0	6.009957915745889E0	64.44327532835895E0	2102.3705791579428E0	32.62358356192635E0
hsa-miR-3180	0.25033448591415286E0	0.4127824278023283E0	30.219875787571304E0	4.917425825508464E0	30.219875787571304E0	203.07664251943118E0	6.719969460829475E0
hsa-miR-335-3p	0.25069365042063785E0	0.4127824278023283E0	1.8624892696920277E0	0.8972321138396622E0	1.8624892696920277E0	141.9493207425188E0	76.21483948258273E0
hsa-miR-370-5p	0.2513477159390415E0	0.4127824278023283E0	0.9946506349392334E0	-0.007738218224579453E0	-1.0053781346664432E0	16.172399793121283E0	16.259377137102977E0
hsa-miR-136-3p	0.25585047741717026E0	0.41904159274271674E0	0.23478642633824784E0	-2.090579090274788E0	-4.259190003426085E0	161.6339979312129E0	688.4299083708806E0
hsa-miR-1197	0.25982436023742883E0	0.42440313289456033E0	0.2045725071383909E0	-2.2893158231190234E0	-4.888242384024319E0	31.160707121051644E0	152.32108930611113E0
hsa-miR-320b	0.26183832505945226E0	0.42654307791943025E0	77.30416926136637E0	6.27247432029869E0	77.30416926136637E0	393.5031626413138E0	5.090322632172104E0
hsa-miR-9903	0.2625615822762266E0	0.4265745813924754E0	1.8483425998290197E0	0.8862321925029049E0	1.8483425998290197E0	47.32310691417293E0	25.602995307061242E0
hsa-miR-190a-5p	0.2670634108669772E0	0.4327284143994336E0	1.2581700617967746E0	0.3313269386947846E0	1.2581700617967746E0	64.65959917248513E0	51.39178012043776E0
hsa-miR-329-3p	0.26888746461558743E0	0.43278297906714375E0	0.20952783057048166E0	-2.2547862120158744E0	-4.772635679362016E0	16.17239979312128E0	77.18497229392908E0
hsa-miR-655-3p	0.2690054326649675E0	0.43278297906714375E0	0.851148941670422E0	-0.2325164851763414E0	-1.1748825041566173E0	48.497199379363856E0	56.978511052960535E0
hsa-miR-487a-3p	0.26923957608632537E0	0.43278297906714375E0	1.1385580443043237E0	0.187207842722144E0	1.1385580443043237E0	16.172399793121283E0	14.20428222669005E0
hsa-miR-195-5p	0.27248766122980933E0	0.4368452981620753E0	0.21360181587025973E0	-2.227004183180795E0	-4.681608140482257E0	16.17239979312128E0	75.71283854234696E0
hsa-miR-15a-3p	0.27572000955036746E0	0.44086101790903076E0	1.2530983553513484E0	0.3254996558479376E0	1.2530983553513484E0	31.160707121051647E0	24.866928431270214E0
hsa-miR-378c	0.2774917348480096E0	0.4425262929418259E0	1.2152559140001726E0	0.28126015496826395E0	1.2152559140001726E0	31.160707121051647E0	25.6412717363014E0
hsa-miR-505-3p	0.2824569286768171E0	0.44846337298835126E0	1.2149922265478992E0	0.28094708357865134E0	1.2149922265478992E0	16.172399793121283E0	13.31070227382386E0
hsa-miR-186-3p	0.2826947334679046E0	0.44846337298835126E0	1.337854895987465E0	0.41992164946856536E0	1.337854895987465E0	32.334799586242575E0	24.169137984719207E0
hsa-miR-98-5p	0.2939219056240555E0	0.46505659218845335E0	0.6055128017063213E0	-0.7237706332947796E0	-1.6514927466141471E0	623.2990371405847E0	1029.3738388964666E0
hsa-miR-3689a-5p	0.2946915274810638E0	0.46506006680605383E0	1.5278116878491077E0	0.6114667333288506E0	1.5278116878491077E0	1493.4455463192003E0	977.5062974644593E0
hsa-miR-320d	0.29674302410977077E0	0.467081227559795E0	82.02730091820956E0	6.35803225271649E0	82.02730091820956E0	140.77522827732787E0	1.7161996871374186E0
hsa-miR-532-5p	0.304277345483997E0	0.47769966674430614E0	1.7130035545330515E0	0.7765281450599071E0	1.7130035545330515E0	4135.585570415204E0	2414.230582940394E0
hsa-miR-493-5p	0.30810680562988574E0	0.48179776457233203E0	0.675427355554047E0	-0.5661274836157796E0	-1.480544120366148E0	235.40144210567377E0	348.52222105836324E0
hsa-miR-222-5p	0.30847777665687265E0	0.48179776457233203E0	44.78059468774952E0	5.484801782242014E0	44.78059468774952E0	2351.8511308459074E0	52.51942600885923E0
hsa-miR-1185-2-3p	0.31472948082814306E0	0.49029836859088605E0	1.727108033594261E0	0.788358328759105E0	1.727108033594261E0	31.160707121051647E0	18.04212968272054E0
hsa-miR-193b-3p	0.32511992060371486E0	0.5050962119803666E0	2.0076739408321855E0	1.005524985354079E0	2.0076739408321855E0	62.311414242103304E0	31.0366205226238E0
hsa-miR-3605-3p	0.3258954107002035E0	0.5050962119803666E0	2.067190736457378E0	1.0476715101207978E0	2.067190736457378E0	62.311414242103304E0	30.14304056975758E0
hsa-miR-4662a-5p	0.3293278570975006E0	0.5091139831660342E0	1.91197505768513E0	0.9350637030316936E0	1.91197505768513E0	31.160707121051647E0	16.297653566343048E0
hsa-miR-331-3p	0.3390193115078462E0	0.5227626024777475E0	1.3530050458681322E0	0.4361672196805676E0	1.3530050458681322E0	174.27412032876134E0	128.805225710037E0
hsa-miR-3180-5p	0.34201022441567724E0	0.525232676159159E0	32.26735979414037E0	5.012003632187632E0	32.26735979414037E0	174.27412032876134E0	5.400941426207623E0
hsa-miR-548ay-3p	0.3423546321499469E0	0.525232676159159E0	2.032990697935269E0	1.0236036140644165E0	2.032990697935269E0	31.160707121051647E0	15.327520754996701E0
hsa-miR-642a-5p	0.3443785519485514E0	0.5270035416182377E0	2.291779369949252E0	1.1964681622444313E0	2.291779369949252E0	80.82199896560641E0	35.266046991284696E0
hsa-miR-33b-5p	0.34530077133187E0	0.5270837970456251E0	1.9020261722190854E0	0.9275370980759213E0	1.9020261722190854E0	16.172399793121283E0	8.502722006447023E0
hsa-let-7d-3p	0.34620157475596236E0	0.5271310409600835E0	24.331864355775984E0	4.60477496155848E0	24.331864355775984E0	363.5265479854531E0	14.940349102481093E0
hsa-miR-27b-3p	0.3487156748237349E0	0.5296283181533418E0	0.6292767882356193E0	-0.6682333668430767E0	-1.5891258325351916E0	7514.775733229728E0	11941.92424431804E0
hsa-miR-151a-5p	0.3648191862053138E0	0.551326385325516E0	1.741182169540415E0	0.8000671514919939E0	1.741182169540415E0	220.41313477774338E0	126.5882103624341E0
hsa-miR-193a-3p	0.3648215850091286E0	0.551326385325516E0	2.31364782228238E0	1.2101692777062147E0	2.31364782228238E0	31.160707121051647E0	13.46821535089899E0
hsa-miR-30d-5p	0.36723052049499366E0	0.5535863070148411E0	2.0841228662438964E0	1.0594403319809405E0	2.0841228662438964E0	1102.3005686082683E0	528.9038311153831E0
hsa-miR-543	0.37160912749033453E0	0.5587968517596593E0	2.548778779093174E0	1.349806160274475E0	2.548778779093174E0	31.160707121051647E0	12.225740174757288E0
hsa-miR-141-5p	0.3747915470775564E0	0.5621873206163347E0	2.556783574234077E0	1.3543300449777294E0	2.556783574234077E0	31.160707121051647E0	12.187463745517217E0
hsa-miR-641	0.38319959008028576E0	0.5722339082268421E0	2.379511025043838E0	1.250665138986416E0	2.379511025043838E0	16.172399793121283E0	6.796522319309602E0
hsa-miR-30e-5p	0.38337783290445193E0	0.5722339082268421E0	0.6986957925954714E0	-0.5172636422085599E0	-1.4312380446506805E0	429.35023962312914E0	614.5023974657153E0
hsa-miR-362-3p	0.3848055213160909E0	0.5729536754730985E0	0.6325343354382755E0	-0.6607843001048422E0	-1.5809418461167202E0	32.334799586242575E0	51.11943775564246E0
hsa-miR-181c-3p	0.3896351901531359E0	0.578722855962746E0	2.3661852215035286E0	1.2425630101466836E0	2.3661852215035286E0	16.172399793121283E0	6.834798748549677E0
hsa-miR-627-5p	0.3922637654492056E0	0.5787330395522929E0	1.5700458960178791E0	0.6508067329956214E0	1.5700458960178791E0	94.63621382834587E0	60.2760811395152E0
hsa-miR-219b-5p	0.39247922648585E0	0.5787330395522929E0	2.508271578013149E0	1.3266935614737294E0	2.508271578013149E0	16.172399793121283E0	6.4476270960341004E0
hsa-miR-561-3p	0.39250706147853537E0	0.5787330395522929E0	0.7017473900151291E0	-0.5109763019055047E0	-1.4250142062921543E0	16.172399793121283E0	23.045899456412545E0
hsa-miR-3180-3p	0.3951049699171548E0	0.5811495431305723E0	18.08523407924434E0	4.176740365968111E0	18.08523407924434E0	220.41313477774338E0	12.187463745517192E0
hsa-miR-128-1-5p	0.39979235437007576E0	0.5866202584703775E0	20.801358337023192E0	4.378605834893265E0	20.801358337023192E0	220.41313477774338E0	10.596093346100048E0
hsa-miR-1301-3p	0.4039675376716804E0	0.5906808354264851E0	2.9962148424372566E0	1.5831410754008155E0	2.9962148424372566E0	32.334799586242575E0	10.791882852415192E0
hsa-miR-340-3p	0.404509152973583E0	0.5906808354264851E0	2.651764354930181E0	1.4069525782112906E0	2.651764354930181E0	16.172399793121283E0	6.098731872758606E0
hsa-miR-4772-3p	0.41449137001642006E0	0.6033284872527643E0	2.436238857915749E0	1.2846555873645598E0	2.436238857915749E0	32.334799586242575E0	13.272425844583779E0
hsa-miR-431-3p	0.41532066688660924E0	0.6033284872527643E0	3.7611960238786972E0	1.9111914978985836E0	3.7611960238786972E0	64.65959917248513E0	17.191233519209234E0
hsa-miR-3689b-5p	0.41688979750327815E0	0.6033284872527643E0	1.4742356048752518E0	0.5599671070806493E0	1.4742356048752518E0	1467.8904068045517E0	995.6959402242546E0
hsa-miR-125a-5p	0.4171528649486935E0	0.6033284872527643E0	0.8851347828732651E0	-0.1760309382485225E0	-1.1297714419874758E0	14334.558275355237E0	16194.774573335286E0
hsa-miR-199b-3p	0.42312239334265317E0	0.6105051675372567E0	1.6685693963194737E0	0.7386116899028923E0	1.6685693963194737E0	128.13510587977936E0	76.79339328129907E0
hsa-miR-548e-5p	0.424284009668572E0	0.6107271018032177E0	4.27906794361998E0	2.0972965864503945E0	4.27906794361998E0	93.46212136315494E0	21.841700709510988E0
hsa-miR-365a-5p	0.4252977028934418E0	0.6107355638706772E0	18.05417364862366E0	4.174260483586237E0	18.05417364862366E0	110.79861362146715E0	6.137008301998691E0
hsa-miR-28-5p	0.42644719885784055E0	0.6109385402076866E0	0.920015191102921E0	-0.12027041203519945E0	-1.0869385741350561E0	16.172399793121283E0	17.578405171724793E0
hsa-miR-548h-5p	0.433764475762008E0	0.6199558309240021E0	0.0047542722583081886E0	-7.71655976159541E0	-210.3371337753069E0	0.010000000000000231E0	2.1033713396529983E0
hsa-miR-30a-3p	0.4362316433029571E0	0.6219043257186022E0	0.8270254876489563E0	-0.2739963031714216E0	-1.2091525774408363E0	79.6479065004155E0	96.30647143583292E0
hsa-miR-1255a	0.437180268574463E0	0.6219043257186022E0	3.833410616065408E0	1.9386285408029207E0	3.833410616065408E0	48.497199379363856E0	12.651188256512924E0
hsa-miR-34a-3p	0.4418516172832067E0	0.6270774708984151E0	3.698087062694239E0	1.8867791899770137E0	3.698087062694239E0	31.160707121051647E0	8.426169147966878E0
hsa-miR-146b-5p	0.4449437544763378E0	0.6299904561043476E0	11.881240810189198E0	3.570613605876952E0	11.881240810189198E0	174.27412032876134E0	14.6680067376858E0
hsa-miR-676-3p	0.44949374708135503E0	0.6349492091638722E0	1.1083473879109298E0	0.14841013433553435E0	1.1083473879109298E0	16.172399793121283E0	14.591453879205606E0
hsa-miR-18b-5p	0.45141957001145006E0	0.6350233222681583E0	0.9140442823179596E0	-0.1296640342725422E0	-1.0940388987107517E0	16.172399793121283E0	17.69323445944494E0
hsa-let-7g-3p	0.4516419998309838E0	0.6350233222681583E0	3.9924382263489986E0	1.9972700854751004E0	3.9924382263489986E0	31.160707121051647E0	7.80493155989603E0
hsa-miR-544a	0.4542926950803309E0	0.6372716972654642E0	2.932029018056659E0	1.5518993817797992E0	2.932029018056659E0	16.172399793121283E0	5.515770713927822E0
hsa-miR-106a-5p	0.4569948641513743E0	0.639581726733794E0	5.180942827672189E0	2.373214663362379E0	5.180942827672189E0	80.82199896560641E0	15.599863119792047E0
hsa-miR-491-5p	0.45844480858553166E0	0.6401326129097517E0	18.625027012519524E0	4.219170612854092E0	18.625027012519524E0	156.93762807044916E0	8.426169147966903E0
hsa-miR-660-5p	0.4686061419065573E0	0.6501143969833767E0	0.7960736023884948E0	-0.32902627103812415E0	-1.2561652553226936E0	1213.0891822297356E0	1523.8404823835024E0
hsa-miR-873-5p	0.46921667040555837E0	0.6501143969833767E0	3.681794260381616E0	1.8804090107670757E0	3.681794260381616E0	16.172399793121283E0	4.392532185621182E0
hsa-miR-195-3p	0.469241791553483E0	0.6501143969833767E0	6.0500991427434725E0	2.596958783969448E0	6.0500991427434725E0	113.14679855184897E0	18.70164370003144E0
hsa-miR-23a-5p	0.469884663166203E0	0.6501143969833767E0	13.636591026422876E0	3.7694111289887973E0	13.636591026422876E0	109.62452115627622E0	8.038997495451298E0
hsa-miR-3667-3p	0.47809119179643184E0	0.6599618729581724E0	4.5848017043228E0	2.196859337664034E0	4.5848017043228E0	31.160707121051647E0	6.796522319309606E0
hsa-miR-3136-5p	0.4874498955107449E0	0.6713514469988895E0	4.730907341583057E0	2.242116904847106E0	4.730907341583057E0	32.334799586242575E0	6.834798748549673E0
hsa-miR-197-3p	0.4900694635631508E0	0.6734287866650099E0	12.917003820590953E0	3.69119956163281E0	12.917003820590953E0	2095.6009190863488E0	162.2358363663493E0
hsa-miR-7706	0.5039084446199701E0	0.6907161922783681E0	1.6465904471337272E0	0.7194817612787725E0	1.6465904471337272E0	16.172399793121283E0	9.821750041068857E0
hsa-miR-3679-5p	0.5049294936952426E0	0.6907161922783681E0	0.009463552211805684E0	-6.723402473567967E0	-105.66856689948942E0	0.010000000000000009E0	1.0566856698265086E0
hsa-miR-500a-5p	0.5095510569763874E0	0.695468334521826E0	5.383569168117796E0	2.4285629597457676E0	5.383569168117796E0	31.160707121051647E0	5.788113078723182E0
hsa-miR-296-3p	0.5127277759262613E0	0.6982315330591333E0	9.045868597706109E0	3.1772590392133386E0	9.045868597706109E0	1464.3681294089793E0	161.88253378295872E0
hsa-miR-3689e	0.5154440062247934E0	0.7003566541978133E0	1.2961948743267742E0	0.37428263418680235E0	1.2961948743267742E0	1224.555212162093E0	944.7307934653427E0
hsa-miR-129-5p	0.5187886374892277E0	0.7033241931062013E0	1.4776077370520027E0	0.5632633256948536E0	1.4776077370520027E0	16.172399793121283E0	10.944988569375521E0
hsa-let-7a-3p	0.5236688443536761E0	0.7080704215712867E0	1.388964154428304E0	0.4740093675728526E0	1.388964154428304E0	175.44821279395228E0	126.31586799763875E0
hsa-miR-181d-5p	0.5257622373283265E0	0.7080704215712867E0	4.778904328100019E0	2.2566798856514945E0	4.778904328100019E0	16.172399793121283E0	3.384122945034779E0
hsa-miR-24-3p	0.5257948675034307E0	0.7080704215712867E0	0.8806133567871786E0	-0.18341936823180896E0	-1.1355721467232687E0	2113.2123060642125E0	2399.7050349308884E0
hsa-miR-579-5p	0.5270040125912809E0	0.7081251255661114E0	3.10699861193666E0	1.6355215969304506E0	3.10699861193666E0	16.172399793121283E0	5.205151919892412E0
hsa-miR-494-3p	0.5290039239386696E0	0.7083408311561831E0	3.1224183484197843E0	1.6426638456939007E0	3.1224183484197843E0	316.21344107128016E0	101.27196478028321E0
hsa-miR-3613-3p	0.5295023044781368E0	0.7083408311561831E0	5.455725915605846E0	2.4477711681654926E0	5.455725915605846E0	31.160707121051647E0	5.711560220243047E0
hsa-miR-15a-5p	0.5359603928151648E0	0.7154008767532817E0	0.10305777568364856E0	-3.278474734920108E0	-9.703295004829634E0	174.27412032876123E0	1691.0332019060966E0
hsa-miR-329-5p	0.5383104484528254E0	0.7166759246955884E0	6.075871156708478E0	2.6030912767608996E0	6.075871156708478E0	31.160707121051647E0	5.128599061412256E0
hsa-miR-503-3p	0.5426973689702471E0	0.7166759246955884E0	9.693960716006856E0	3.2770862361109843E0	9.693960716006856E0	219.23904231255244E0	22.616044014542098E0
hsa-miR-128-3p	0.543158278494566E0	0.7166759246955884E0	0.8389773833031461E0	-0.25329617508780117E0	-1.191927243691469E0	1644.7776067832467E0	1960.4552393967322E0
