microRNA ID	P-value (EV CL1-5 vs. CE CL1-5)	FDR step up (EV CL1-5 vs. CE CL1-5)	Ratio (EV CL1-5 vs. CE CL1-5)	Log2(Ratio) (EV CL1-5 vs. CE CL1-5)	Fold change (EV CL1-5 vs. CE CL1-5)	LSMean(EV CL1-5) (EV CL1-5 vs. CE CL1-5)	LSMean(CE CL1-5) (EV CL1-5 vs. CE CL1-5)
hsa-miR-222-3p	9.478042023525195E-4	0.0040735414654299775E0	6.750297091867371E0	2.754950998982968E0	6.750297091867371E0	2069.1465818260604E0	306.52674289723836E0
hsa-miR-425-5p	0.0010092581895336627E0	0.00430711593561549E0	4.684066151763659E0	2.2277614507638632E0	4.684066151763659E0	1551.05059070054E0	331.13336576428765E0
hsa-miR-1296-5p	0.0010489309815830685E0	0.004445120103771605E0	11.986108022008562E0	3.583291375920174E0	11.986108022008562E0	646.2310970052997E0	53.915006901961306E0
hsa-miR-374a-5p	0.0011170852417402603E0	0.004701067058990262E0	0.15018509632589547E0	-2.735186441313066E0	-6.658450302086175E0	910.6999560211943E0	6063.85039922062E0
hsa-miR-93-3p	0.0011935196844014566E0	0.004963723310389055E0	15.42296238265646E0	3.9470079940114213E0	15.42296238265646E0	1140.220935800914E0	73.93008599672953E0
hsa-miR-424-3p	0.001195880533526076E0	0.004963723310389055E0	40.38900026753342E0	5.335890530927816E0	40.38900026753342E0	1729.7361861705135E0	42.826912615625815E0
hsa-miR-30a-5p	0.001277126103776935E0	0.005264887203325323E0	5.994942351004159E0	2.583745880358381E0	5.994942351004159E0	253.91202682917685E0	42.35437338440022E0
hsa-miR-4488	0.0013147444949886057E0	0.005383345702453345E0	315.93605958748014E0	8.303488799284585E0	315.93605958748014E0	1155.2092431288445E0	3.6564653098300823E0
hsa-miR-4449	0.0013658717046105815E0	0.005535507886253256E0	15811.172027493118E0	13.948656693202791E0	15811.172027493118E0	158.11172053564007E0	0.010000000000161435E0
hsa-miR-941	0.001370175219369618E0	0.005535507886253256E0	13.145062649866665E0	3.7164491127989363E0	13.145062649866665E0	521.6282685210931E0	39.682448246031186E0
hsa-let-7f-1-3p	0.0015081359384240905E0	0.006052519064139065E0	8.931236324771072E0	3.1588598972007498E0	8.931236324771072E0	94.63621382834587E0	10.596093346100005E0
hsa-miR-142-3p	0.0015579594889253774E0	0.006211338488741966E0	27.974687721477164E0	4.806050121524569E0	27.974687721477164E0	1037.3760747162319E0	37.082668606027255E0
hsa-miR-501-3p	0.0015938081140696983E0	0.006303351462869463E0	17.605687195338483E0	4.137969635292496E0	17.605687195338483E0	159.285813000831E0	9.047406736037715E0
hsa-miR-874-3p	0.00160184179089422E0	0.006303351462869463E0	20.661110404520894E0	4.368845886943523E0	20.661110404520894E0	110.79861362146715E0	5.362664996967524E0
hsa-miR-186-5p	0.0016940152020540056E0	0.00662305298351437E0	3.2406739288213258E0	1.6962938664014626E0	3.2406739288213258E0	7425.195297568681E0	2291.2503569265255E0
hsa-miR-4516	0.0017065027071698315E0	0.00662910667015973E0	129.12452853372687E0	7.012619271230628E0	129.12452853372687E0	5180.620502948668E0	40.12111840813395E0
hsa-miR-142-5p	0.0017595098483957736E0	0.006791483873425725E0	119.02541029237672E0	6.895125791790227E0	119.02541029237672E0	328.85356346882867E0	2.76288535696375E0
hsa-miR-766-5p	0.0018723555456226272E0	0.007181313042071595E0	33.03167963460406E0	5.045778426269924E0	33.03167963460406E0	78.47381403522459E0	2.37571370444833E0
hsa-miR-668-3p	0.0019091099886728643E0	0.0072539009937984695E0	2341.0172076234703E0	11.192919823666394E0	2341.0172076234703E0	840.1798945227551E0	0.35889522327556733E0
hsa-miR-197-5p	0.001915221384501246E0	0.0072539009937984695E0	14194.932051386875E0	13.793088322703912E0	14194.932051386875E0	141.9493207425188E0	0.009999999999962483E0
hsa-miR-3195	0.0019384888298721043E0	0.007296423794425436E0	3826.189390572594E0	11.901692571330289E0	3826.189390572594E0	2561.6874334369327E0	0.6695140173092113E0
hsa-miR-181a-2-3p	0.0021006356171827095E0	0.007846587059981392E0	8.483363866780051E0	3.0846364430455133E0	8.483363866780051E0	189.26242765669173E0	22.309832580621276E0
hsa-miR-21-5p	0.0021105506448464797E0	0.007846587059981392E0	0.42295588218326546E0	-1.2414209087876202E0	-2.364312785622173E0	55442.156547458464E0	131082.59960667018E0
hsa-miR-1268a	0.002152481591973648E0	0.007916975274052865E0	33.69576980430788E0	5.074495580495935E0	33.69576980430788E0	125.78692094939751E0	3.7330181683102523E0
hsa-miR-766-3p	0.0021556120795688497E0	0.007916975274052865E0	28.203379781973528E0	4.8177961547639425E0	28.203379781973528E0	47.32310691417293E0	1.6779232578973549E0
hsa-miR-19a-3p	0.0021754329387937994E0	0.007941640728367725E0	0.07816802812584997E0	-3.67727754510701E0	-12.792954152431824E0	753.7723279507445E0	9642.974836996407E0
hsa-miR-138-1-3p	0.0022153421085951705E0	0.008038906094662715E0	9.373435661947504E0	3.2285779383823137E0	9.373435661947504E0	126.96101341458844E0	13.544768209379171E0
hsa-miR-101-3p	0.0022544997362969575E0	0.008132302620214025E0	0.30434193721266417E0	-1.716234949204331E0	-3.285777862750584E0	270.0744266222981E0	887.4045724688768E0
hsa-miR-3182	0.0022832634852811375E0	0.008187323503434138E0	197.55642874739786E0	7.626120984058329E0	197.55642874739786E0	10996.759403170336E0	55.66389037845329E0
hsa-miR-320c	0.0023187995622648214E0	0.008265838439602834E0	32.768857204971404E0	5.034253455486406E0	32.768857204971404E0	235.40144210567374E0	7.183693971825278E0
hsa-miR-339-5p	0.002436832240275249E0	0.008635791447992987E0	4.40811936725381E0	2.14016329110813E0	4.40811936725381E0	3202.3129628358292E0	726.4578599713814E0
hsa-miR-221-5p	0.0024564696202874947E0	0.008654770871478033E0	19.71791589830525E0	4.30143516779623E0	19.71791589830525E0	612.7322049538662E0	31.074896951863934E0
hsa-miR-1180-3p	0.0025158572074894764E0	0.008812771489818627E0	11.24609150572173E0	3.4913517856581824E0	11.24609150572173E0	684.4263589174968E0	60.85904229834591E0
hsa-miR-1246	0.0026168477386562922E0	0.009113849020837431E0	2353.336889938692E0	11.200492147788534E0	2353.336889938692E0	844.6013696639673E0	0.35889522327533996E0
hsa-miR-27a-5p	0.002798590930125136E0	0.009691120592319042E0	4.349210908401717E0	2.120753671811272E0	4.349210908401717E0	1924.85907615316E0	442.5766227976951E0
hsa-miR-6724-5p	0.0029636291429427316E0	0.010165586705358571E0	70501.02325153725E0	16.105356576482233E0	70501.02325153725E0	705.0102338518303E0	0.010000000000104592E0
hsa-miR-423-3p	0.002969156512951266E0	0.010165586705358571E0	16.97100665016302E0	4.085000237029303E0	16.97100665016302E0	6540.409889368671E0	385.3872678895241E0
hsa-miR-15b-5p	0.0032400391975123365E0	0.011030695245463348E0	0.26730566472423517E0	-1.9034376834830782E0	-3.7410355707637026E0	2202.2429522861557E0	8238.669221801798E0
hsa-miR-1306-5p	0.0035589754876650913E0	0.012048822042039359E0	9.296681235342492E0	3.2167157893578056E0	9.296681235342492E0	47.32310691417293E0	5.090322632172189E0
hsa-miR-139-3p	0.003605710492710716E0	0.012139225325459411E0	22.964318052227128E0	4.521322036849093E0	22.964318052227128E0	125.78692094939751E0	5.477494284687765E0
hsa-miR-484	0.003645100140692132E0	0.012204036935134983E0	63.31005549936094E0	5.984362755155987E0	63.31005549936094E0	469.61879174615655E0	7.417759907380457E0
hsa-miR-18a-3p	0.0037888708596686815E0	0.012615690884391325E0	6.916342459506707E0	2.7900093051282773E0	6.916342459506707E0	397.0254400368866E0	57.40395913471616E0
hsa-miR-26a-5p	0.003854889268880223E0	0.012765371021537786E0	1.557617182671042E0	0.6393407041795579E0	1.557617182671042E0	5469.19551429447E0	3511.257820427001E0
hsa-miR-31-5p	0.004118932753939973E0	0.01356561548308491E0	7847.381391656323E0	12.937995603185962E0	7847.381391656323E0	78.47381403522459E0	0.009999999999976694E0
hsa-miR-378a-3p	0.004175810083199762E0	0.013678599515778678E0	3.6325577814296124E0	1.8609857463285808E0	3.6325577814296124E0	1264.8237642851207E0	348.19095527554646E0
hsa-miR-223-3p	0.0043953740024939405E0	0.014320412072641548E0	611.8849664061503E0	9.257116643355415E0	611.8849664061503E0	409.66556243443506E0	0.6695140173105756E0
hsa-miR-125a-3p	0.004844855658359068E0	0.015700441331366822E0	6.864784767265213E0	2.779214488024688E0	6.864784767265213E0	790.5186026782004E0	115.15562821293759E0
hsa-miR-29a-3p	0.005123490036329808E0	0.016515079585190762E0	0.2928731510658573E0	-1.771652153631776E0	-3.4144475052106555E0	32112.247496084412E0	109645.58337245074E0
hsa-miR-340-5p	0.0056583827990577895E0	0.01814139526153038E0	0.17523261707238982E0	-2.512656757683073E0	-5.706700137833889E0	555.1271605725265E0	3167.9442446863177E0
hsa-miR-874-5p	0.005687896204110185E0	0.01814139526153038E0	83.8984902971263E0	6.390572945356451E0	83.8984902971263E0	140.77522827732787E0	1.6779232578973335E0
hsa-miR-185-3p	0.006243110454094844E0	0.019807983953829714E0	305.44993062278905E0	8.254792102511857E0	305.44993062278905E0	109.62452115627622E0	0.3588952232754963E0
hsa-miR-146a-5p	0.0067871246908730734E0	0.02142186230556814E0	6.365197326439639E0	2.6702052395725357E0	6.365197326439639E0	538.9647607794054E0	84.67369241990434E0
hsa-miR-221-3p	0.007251076418243073E0	0.02276762854640053E0	2.9266590139243895E0	1.5492546666290785E0	2.9266590139243895E0	96753.44073040537E0	33059.348647221355E0
hsa-miR-485-5p	0.007515088163708962E0	0.023474966119626964E0	18.93959561792259E0	4.243333622829574E0	18.93959561792259E0	109.62452115627622E0	5.788113078723171E0
hsa-miR-193b-5p	0.007784463041065355E0	0.024191715912233874E0	6.235238615904808E0	2.6404447715056945E0	6.235238615904808E0	363.5265479854531E0	58.301946447697276E0
hsa-miR-27b-5p	0.0079215840225309E0	0.02449224447782513E0	6.949837134843751E0	2.796979169561849E0	6.949837134843751E0	189.26242765669173E0	27.232642135718578E0
hsa-miR-135b-5p	0.008831238191014E0	0.027166143876926313E0	2.3544031238511282E-4	-12.052351017971645E0	-4247.360997229254E0	0.010000000000005116E0	42.4736100322351E0
hsa-miR-105-3p	0.009423392451442716E0	0.0287101161249514E0	12.8183990483112E0	3.680144182952442E0	12.8183990483112E0	79.6479065004155E0	6.213561160478818E0
hsa-miR-424-5p	0.009465700405224296E0	0.0287101161249514E0	0.44008786081088513E0	-1.1841365172686766E0	-2.272273536828412E0	555.1271605725267E0	1261.4007567184894E0
hsa-miR-628-3p	0.009475285849818944E0	0.0287101161249514E0	10.52031701800259E0	3.3951062741762392E0	10.52031701800259E0	79.6479065004155E0	7.570865624340726E0
hsa-miR-130b-3p	0.009531538293092912E0	0.028736876644847288E0	0.3792753673832509E0	-1.398682418240756E0	-2.6366067664750767E0	886.3189089717373E0	2336.874433032287E0
hsa-miR-22-3p	0.010114296383562642E0	0.03034288915068793E0	2.6396577959597916E0	1.4003509113747645E0	2.6396577959597916E0	1721.7924336337287E0	652.2786536902017E0
hsa-miR-328-3p	0.010473881180865778E0	0.03126685712120523E0	10.450095496926734E0	3.3854442211469276E0	10.450095496926734E0	330.0276559340196E0	31.581305252214577E0
hsa-miR-193a-5p	0.010715933050994627E0	0.031832624651484044E0	7.123394395436412E0	2.8325648690730163E0	7.123394395436412E0	835.4835246619914E0	117.28727598183059E0
hsa-miR-33b-3p	0.011053058169488246E0	0.032673918296145736E0	7.772652145314438E0	2.9584069517905056E0	7.772652145314438E0	79.6479065004155E0	10.2471981228245E0
hsa-miR-671-3p	0.01215827016833796E0	0.03564013308816766E0	17.79238401139683E0	4.1531879259525635E0	17.79238401139683E0	407.31737750405324E0	22.892793739452316E0
hsa-miR-143-3p	0.01217410486675034E0	0.03564013308816766E0	93.16263124596712E0	6.541679481880324E0	93.16263124596712E0	481.35971639806576E0	5.166875490652387E0
hsa-miR-105-5p	0.012291697953034484E0	0.03581138922855239E0	4.480286431908863E0	2.163590969042887E0	4.480286431908863E0	395.85134757169567E0	88.35402679885976E0
hsa-miR-125b-1-3p	0.012575066350364771E0	0.03646167563789977E0	9.669822017851795E0	3.273489335790467E0	9.669822017851795E0	3781.2613810187104E0	391.0373296001835E0
hsa-miR-324-5p	0.01378773219942799E0	0.039787455775492205E0	4.163323698208109E0	2.0577357323058E0	4.163323698208109E0	315.0393486060892E0	75.67015475299206E0
hsa-miR-3689f	0.014649786968563021E0	0.04207474361587294E0	3.9513283839486637E0	1.9823377496836794E0	3.9513283839486637E0	3655.135051762777E0	925.0395552449545E0
hsa-miR-425-3p	0.014727345262545403E0	0.042097977495766575E0	2.1088835879939083E0	1.076479459446822E0	2.1088835879939083E0	507.8140536583537E0	240.7975748331504E0
hsa-miR-590-5p	0.016835059867941083E0	0.04789693089188872E0	2.3775601657163935E-5	-15.360158624546603E0	-42059.92405238189E0	0.009999999999990905E0	420.59924127966065E0
hsa-miR-2355-3p	0.017290712355418885E0	0.0489634190999245E0	3.7962758361999236E0	1.9245848219322592E0	3.7962758361999236E0	63.48550670729422E0	16.72310164809869E0
hsa-miR-1270	0.01838156152264481E0	0.05181035480336165E0	2.900143948780992E0	1.536124510253463E0	2.900143948780992E0	159.285813000831E0	54.923416142547666E0
hsa-let-7g-5p	0.018646647034256603E0	0.05231420417944214E0	0.3772352159022735E0	-1.4064637332007883E0	-2.6508659792225227E0	3515.5439159506404E0	9319.235766790523E0
hsa-miR-3621	0.023133287398737132E0	0.06460263669877743E0	131.8220806546713E0	7.042448236773793E0	131.8220806546713E0	568.9413754352661E0	4.315979327140894E0
hsa-miR-27a-3p	0.023331313313924615E0	0.06485677003779045E0	0.5343370691004931E0	-0.9041779887272949E0	-1.8714778701081085E0	4175.8541225382305E0	7815.018579957135E0
hsa-miR-942-5p	0.02359973192118822E0	0.0653033677819181E0	3.1943920810341377E0	1.6755414006163623E0	3.1943920810341377E0	634.7650670729422E0	198.7123217332014E0
hsa-miR-3613-5p	0.02398210101588076E0	0.06605978734374428E0	6.481949398384878E-5	-13.913212716197618E0	-15427.457675759892E0	0.010000000000019327E0	154.27457700914832E0
hsa-miR-493-3p	0.024739628536696433E0	0.06783807643999112E0	0.28224528729147025E0	-1.8249786026684907E0	-3.543017527755267E0	111.97270608665809E0	396.72126037996657E0
hsa-miR-199a-3p	0.025129473294322965E0	0.06859667034396269E0	4.078769086011905E0	2.028133833216386E0	4.078769086011905E0	303.57331867373165E0	74.42767957685186E0
hsa-miR-589-5p	0.02559090964837868E0	0.06954301007586314E0	3.722993750779202E0	1.8964631945597128E0	3.722993750779202E0	460.5009467441808E0	123.69103400873945E0
hsa-miR-767-3p	0.025945758886308127E0	0.07019254412992289E0	3.8729164077794387E0	1.9534203628732225E0	3.8729164077794387E0	79.6479065004155E0	20.565356464244005E0
hsa-let-7f-5p	0.02702885094477429E0	0.07279770521125875E0	0.5488898552030604E0	-0.8654114197823746E0	-1.821859140810778E0	12112.91554059994E0	22068.02590174642E0
hsa-miR-26b-5p	0.027340300905966942E0	0.07331071835847772E0	1.9277051458624712E0	0.946884399527983E0	1.9277051458624712E0	1853.439816909081E0	961.474746634246E0
hsa-miR-30e-3p	0.029188263547086497E0	0.07792109123142915E0	1.5317996167275185E0	0.6152275826012975E0	1.5317996167275185E0	3000.6953075011406E0	1958.9346246838886E0
hsa-miR-99b-3p	0.029788256521279304E0	0.07902189348361743E0	3.041015812554709E0	1.6045533180572844E0	3.041015812554709E0	910.6999560211949E0	299.4722855732483E0
hsa-miR-219b-3p	0.029861408593644213E0	0.07902189348361743E0	0.002237594476637644E0	-8.803835686933644E0	-446.90850394959205E0	0.009999999999999787E0	4.46908504410133E0
hsa-miR-337-3p	0.03098824696566092E0	0.08164729417908921E0	1.3563020551078734E-4	-12.848033870044096E0	-7372.9889019482835E0	0.009999999999990905E0	73.72988913029931E0
hsa-miR-301b-3p	0.0317463588807861E0	0.08328265576517911E0	1.3570065369034103E-4	-12.847284709098195E0	-7369.161259030681E0	0.009999999999990905E0	73.69161270105924E0
hsa-miR-23a-3p	0.031946141769941865E0	0.08344552548527918E0	2.591292636005277E0	1.37367194900853E0	2.591292636005277E0	6436.9407252579E0	2484.0655334651947E0
hsa-miR-23b-3p	0.03246824307907384E0	0.08444530174214054E0	3.227824727857098E0	1.6905622418385682E0	3.227824727857098E0	2998.0722278512076E0	928.8212589065515E0
hsa-miR-3928-3p	0.03270803192818983E0	0.08470541601915828E0	7.601288925939224E0	2.9262440724239456E0	7.601288925939224E0	78.47381403522459E0	10.323750981304627E0
hsa-miR-148a-5p	0.03348853073717023E0	0.0863576579860645E0	8.052926943493977E0	3.0095132452613984E0	8.052926943493977E0	188.0883351915008E0	23.356518250448033E0
hsa-miR-4454	0.03366952639704099E0	0.08645649574833406E0	16.946716276774396E0	4.082933847885453E0	16.946716276774396E0	140.77522827732787E0	8.306932500131694E0
hsa-miR-4492	0.03441337796380789E0	0.0879132268599994E0	356.4278025573896E0	8.477466066048837E0	356.4278025573896E0	1427.6218546815244E0	4.005360533105431E0
hsa-miR-1185-1-3p	0.03452697688561033E0	0.0879132268599994E0	7.004496239427676E-5	-13.801359178100984E0	-14276.544177025757E0	0.010000000000019327E0	142.76544200117175E0
hsa-miR-188-5p	0.03910367761537096E0	0.09914991060633808E0	2.310203514625019E-4	-12.079692429809722E0	-4328.622970527837E0	0.010000000000005116E0	43.28622976650629E0
hsa-miR-20a-5p	0.040012168342281426E0	0.1010307250642606E0	0.5160067576319187E0	-0.9545381355601136E0	-1.9379591162511993E0	10439.895201065126E0	20232.090079871894E0
hsa-miR-16-5p	0.04053644542167684E0	0.10192981711840732E0	0.5817375188729704E0	-0.781559741819235E0	-1.7189883195729763E0	51403.68124334757E0	88362.32764845077E0
hsa-miR-1292-5p	0.04094408212734419E0	0.1025293957403743E0	8.865477569771322E0	3.1481983490013556E0	8.865477569771322E0	78.47381403522459E0	8.851617229722507E0
hsa-miR-132-5p	0.04195698369946726E0	0.10463346552212821E0	5.487727200108177E0	2.4562087656154605E0	5.487727200108177E0	926.5874610947646E0	168.84721616812453E0
hsa-let-7i-5p	0.04486184724456486E0	0.11141917799264879E0	0.49519024584093263E0	-1.0139451979755525E0	-2.019425884089859E0	28821.612703639716E0	58203.110721851066E0
hsa-miR-30b-5p	0.04596020660245931E0	0.11354137781152028E0	0.4316699692471266E0	-1.2119993651300407E0	-2.3165845929567324E0	1294.8003789409813E0	2999.514609234756E0
hsa-miR-205-5p	0.046091054359131994E0	0.11354137781152028E0	24759.81730947415E0	14.59571304920308E0	24759.81730947415E0	8886.180176756056E0	0.3588952232767042E0
hsa-miR-624-5p	0.04710015010220842E0	0.11555745328719962E0	1.6092747314624668E-4	-12.601301739078966E0	-6213.979381203769E0	0.010000000000005116E0	62.13979390372777E0
hsa-miR-6821-5p	0.048837611783655414E0	0.1193370675036096E0	20307.664217945974E0	14.309736690331892E0	20307.664217945974E0	203.07664251943118E0	0.009999999999990905E0
hsa-miR-140-3p	0.051070149294793483E0	0.1242912067174492E0	9.5632949575538E0	3.2575077730091473E0	9.5632949575538E0	1505.8107739971977E0	157.45731780798246E0
hsa-miR-589-3p	0.051800962934627576E0	0.12556553415353724E0	2.7361415554986483E0	1.452142870623327E0	2.7361415554986483E0	222.7613197081252E0	81.41439876259005E0
hsa-miR-9901	0.05649145110157533E0	0.13638971859583526E0	65.33345345977634E0	6.029749996031771E0	65.33345345977634E0	109.62452115627622E0	1.6779232578971914E0
hsa-miR-200c-3p	0.05803150427522278E0	0.13955195075708335E0	5.925882870375801E0	2.56703011060598E0	5.925882870375801E0	270.0744266222981E0	45.575390612473996E0
hsa-let-7b-5p	0.05836504640889344E0	0.13979928112169732E0	2.352684451702218E0	1.2343078354402368E0	2.352684451702218E0	9970.160541773388E0	4237.780605520331E0
hsa-miR-17-5p	0.05901841044402641E0	0.1408077036577953E0	0.47797354678201953E0	-1.0649973197408753E0	-2.0921659927260605E0	1307.7153960580813E0	2735.95768013808E0
hsa-miR-382-3p	0.05995521980137337E0	0.1423327945836904E0	7.197525735881304E-4	-10.440211337169291E0	-1389.3663415675924E0	0.009999999999999787E0	13.893663432654645E0
hsa-miR-28-3p	0.06012738517066789E0	0.1423327945836904E0	2.572278387691643E0	1.363046788392161E0	2.572278387691643E0	2909.866265787919E0	1131.2408016361546E0
hsa-miR-92b-5p	0.06180995956113147E0	0.1454734525884914E0	102.4635271337857E0	6.678966649873645E0	102.4635271337857E0	171.92593539837952E0	1.6779232578972767E0
hsa-miR-365a-3p	0.0619342421911399E0	0.1454734525884914E0	0.3383162809636856E0	-1.563555488549468E0	-2.9558140008855753E0	282.7145490198467E0	835.6516223998557E0
hsa-miR-299-3p	0.06507097410276451E0	0.15176777376528322E0	0.390866234062216E0	-1.3552531356248771E0	-2.5584200241784645E0	158.11172053564007E0	404.51619193986255E0
hsa-miR-561-5p	0.06529309201517436E0	0.15176777376528322E0	3.0116102246118213E0	1.5905350623712649E0	3.0116102246118213E0	94.63621382834587E0	31.423792175139354E0
hsa-miR-23b-5p	0.0653653283048497E0	0.15176777376528322E0	7.590205597473403E0	2.924138964749837E0	7.590205597473403E0	141.9493207425188E0	18.701643700031468E0
hsa-miR-9-5p	0.06594539478178112E0	0.15253018793037923E0	0.4714016963527992E0	-1.0849711447096178E0	-2.1213330536078416E0	2622.4653469073082E0	5563.122423042146E0
hsa-miR-590-3p	0.06716773034877509E0	0.15476670947284296E0	0.04573556095777957E0	-4.450539843591801E0	-21.86482419933894E0	64.65959917248529E0	1413.770769442622E0
hsa-miR-3157-5p	0.06841107546139967E0	0.1570345141273038E0	2.869207278145497E0	1.520652195485697E0	2.869207278145497E0	47.32310691417293E0	16.493443072658252E0
hsa-miR-331-5p	0.06998283371625852E0	0.16003621597001005E0	4.6487533358506505E0	2.216843878086193E0	4.6487533358506505E0	78.47381403522459E0	16.880614725173814E0
hsa-miR-615-3p	0.07067676875619364E0	0.16101549573779453E0	5.190349857409494E0	2.375831787241789E0	5.190349857409494E0	1016.7921997818984E0	195.90051295821684E0
hsa-miR-671-5p	0.07278591454503673E0	0.16494837251989183E0	5.194576755701423E0	2.377006205852155E0	5.194576755701423E0	376.1666703830016E0	72.41526845579239E0
hsa-miR-548k	0.07294746507480365E0	0.16494837251989183E0	2.686266799740769E0	1.4256026002037923E0	2.686266799740769E0	47.32310691417293E0	17.616681600964874E0
hsa-miR-7-1-3p	0.07684269303570954E0	0.17311030475702593E0	3.520773564150563E0	1.815892444360415E0	3.520773564150563E0	990.0629678020588E0	281.20608995497275E0
hsa-miR-345-5p	0.07749967753973541E0	0.17394372070029504E0	4.491627454040128E0	2.1672382722403607E0	4.491627454040128E0	266.5521492267254E0	59.344224757408824E0
hsa-miR-148b-3p	0.07871643826078381E0	0.17598941552289998E0	0.5703630119028869E0	-0.810047668986562E0	-1.753269372541755E0	3764.749572919053E0	6600.620122114496E0
hsa-miR-218-5p	0.07899194888156567E0	0.17598941552289998E0	0.0013343451659412876E0	-9.549652376176057E0	-749.4312757483328E0	0.009999999999999787E0	7.494312765860505E0
hsa-miR-361-3p	0.08320641775949196E0	0.18469996030128985E0	2.2533442758429914E0	1.172067751703206E0	2.2533442758429914E0	206.59891991500393E0	91.68546595453972E0
hsa-miR-3065-5p	0.08751550270710487E0	0.19355618481936332E0	8.645862423736961E-4	-10.175702499847159E0	-1156.6226143669942E0	0.009999999999999787E0	11.566226157446314E0
hsa-miR-92b-3p	0.09082830556605692E0	0.19951480754572967E0	4.9974654412736E0	2.321196590406504E0	4.9974654412736E0	750.250050555173E0	150.12611075908217E0
hsa-miR-148a-3p	0.09086813016934223E0	0.19951480754572967E0	0.270644856459232E0	-1.8855271246484826E0	-3.6948790126023803E0	2623.364544652948E0	9693.01460058271E0
hsa-miR-10b-5p	0.09144628852442438E0	0.2000593893350223E0	1.8942066144442617E0	0.9215937042891864E0	1.8942066144442617E0	79.6479065004155E0	42.048161950480335E0
hsa-miR-20b-5p	0.09369138627393805E0	0.2042337413021815E0	0.6574488269095168E0	-0.605049489512069E0	-1.5210309290545403E0	1148.4395830572505E0	1746.812126104294E0
hsa-miR-411-5p	0.1000423024359652E0	0.21729618378564483E0	0.3848722957798817E0	-1.3775482693594852E0	-2.5982644398284402E0	481.35971639806576E0	1250.6998340846694E0
hsa-miR-34a-5p	0.10104293275199243E0	0.21868577588466934E0	0.3496909977748139E0	-1.5158474382077587E0	-2.8596675532492757E0	285.06273395022856E0	815.1846510626426E0
hsa-miR-574-3p	0.10188624811674926E0	0.21972621479982227E0	2.644868588794372E0	1.4031960433206134E0	2.644868588794372E0	2781.191370469037E0	1051.5423646359668E0
hsa-miR-296-5p	0.10484189154911859E0	0.22529853290342505E0	2.831578229034E0	1.50160638823283E0	2.831578229034E0	240.0978119664374E0	84.79292906773958E0
hsa-miR-6807-5p	0.1052672336233256E0	0.2253038500024983E0	350.4836862327967E0	8.453203483258019E0	350.4836862327967E0	125.78692094939751E0	0.35889522327548207E0
hsa-miR-758-3p	0.10558794290546125E0	0.2253038500024983E0	0.16965089551900556E0	-2.5593590494101295E0	-5.894457538468888E0	16.172399793121286E0	95.327523904255E0
hsa-miR-192-5p	0.11024772822251018E0	0.23432363903000433E0	0.4317742977583898E0	-1.2116507283220685E0	-2.3160248425893455E0	225.10950463850708E0	521.3592051197076E0
hsa-miR-26a-1-3p	0.1105883840966687E0	0.23432363903000433E0	2.3382619164627583E0	1.2254365399714386E0	2.3382619164627583E0	252.73793436398591E0	108.08794880860302E0
hsa-miR-3200-3p	0.11322620330877352E0	0.23840195850513693E0	2.477380401498014E0	1.308815411264222E0	2.477380401498014E0	95.81030629353678E0	38.6740390054447E0
hsa-miR-3150a-5p	0.11329994067570864E0	0.23840195850513693E0	0.002706549122023537E0	-8.529329712439331E0	-369.47417353813086E0	0.010000000000000231E0	3.694741739070197E0
hsa-miR-6514-5p	0.12116366810616493E0	0.25406637672088567E0	0.003670251502047243E0	-8.089905358289972E0	-272.4608925143703E0	0.010000000000000231E0	2.724608927723852E0
hsa-miR-147b-5p	0.12294216897092705E0	0.25634184107598973E0	0.0028896090179024933E0	-8.434909984355642E0	-346.0675800097963E0	0.010000000000000231E0	3.46067580351491E0
hsa-miR-497-3p	0.12309484447708417E0	0.25634184107598973E0	0.0029887802571366513E0	-8.386227454421949E0	-334.58465125101986E0	0.010000000000000231E0	3.3458465157947E0
hsa-miR-1275	0.12584439591287377E0	0.26111990858377954E0	0.003213594195296642E0	-8.281596524098454E0	-311.1780577222793E0	0.010000000000000231E0	3.111780580239409E0
hsa-miR-330-3p	0.12625104490931915E0	0.26111990858377954E0	0.0022569243854834403E0	-8.791426200432497E0	-443.0808610301744E0	0.009999999999999787E0	4.430808614861272E0
hsa-miR-569	0.12986500186885225E0	0.26768092221947093E0	0.004209261406588746E0	-7.892217176912651E0	-237.57137022535653E0	0.010000000000000231E0	2.3757137044483425E0
hsa-miR-548j-5p	0.13073312477014878E0	0.26855685969732257E0	0.0022375944766376502E0	-8.80383568693364E0	-446.90850394959085E0	0.009999999999999787E0	4.469085044101318E0
hsa-miR-363-3p	0.13143455846283586E0	0.2690856163124275E0	2.352989926520609E0	1.2344951441959247E0	2.352989926520609E0	701.7628511758091E0	298.2430324774516E0
hsa-miR-141-3p	0.13257348996759247E0	0.2705034845803402E0	7.105362390979477E0	2.8289082323443657E0	7.105362390979477E0	424.65386976236545E0	59.76526547905024E0
hsa-miR-185-5p	0.13510571079248948E0	0.2747451702692907E0	2.288556965926036E0	1.1944382034247578E0	2.288556965926036E0	1775.875200619496E0	775.9803346877225E0
hsa-miR-29c-5p	0.13627085844134726E0	0.2761877599179145E0	0.27795886187233143E0	-1.8470567161273153E0	-3.597654679055735E0	16.17239979312128E0	58.18270979986221E0
