#term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
GO:0000977	RNA polymerase II transcription regulatory region sequence-specific DNA binding	212	1409	0.36	4.97e-23	9606.ENSP00000008527,9606.ENSP00000177694,9606.ENSP00000206513,9606.ENSP00000211936,9606.ENSP00000219905,9606.ENSP00000221315,9606.ENSP00000222584,9606.ENSP00000223357,9606.ENSP00000230354,9606.ENSP00000240499,9606.ENSP00000248211,9606.ENSP00000252979,9606.ENSP00000254166,9606.ENSP00000257749,9606.ENSP00000261523,9606.ENSP00000261560,9606.ENSP00000262894,9606.ENSP00000263095,9606.ENSP00000265165,9606.ENSP00000266269,9606.ENSP00000266304,9606.ENSP00000268154,9606.ENSP00000269829,9606.ENSP00000269844,9606.ENSP00000269973,9606.ENSP00000270001,9606.ENSP00000270649,9606.ENSP00000282282,9606.ENSP00000282292,9606.ENSP00000291182,9606.ENSP00000292928,9606.ENSP00000293471,9606.ENSP00000295208,9606.ENSP00000301310,9606.ENSP00000301318,9606.ENSP00000302455,9606.ENSP00000303915,9606.ENSP00000305077,9606.ENSP00000305373,9606.ENSP00000306372,9606.ENSP00000307858,9606.ENSP00000308578,9606.ENSP00000310006,9606.ENSP00000310472,9606.ENSP00000310928,9606.ENSP00000311319,9606.ENSP00000314080,9606.ENSP00000315505,9606.ENSP00000317614,9606.ENSP00000320347,9606.ENSP00000321848,9606.ENSP00000322361,9606.ENSP00000322545,9606.ENSP00000324693,9606.ENSP00000325018,9606.ENSP00000327025,9606.ENSP00000328515,9606.ENSP00000330190,9606.ENSP00000331040,9606.ENSP00000331465,9606.ENSP00000331626,9606.ENSP00000332433,9606.ENSP00000332706,9606.ENSP00000332750,9606.ENSP00000332861,9606.ENSP00000332973,9606.ENSP00000333223,9606.ENSP00000333660,9606.ENSP00000334685,9606.ENSP00000334853,9606.ENSP00000338272,9606.ENSP00000338770,9606.ENSP00000339314,9606.ENSP00000339585,9606.ENSP00000339992,9606.ENSP00000340132,9606.ENSP00000340347,9606.ENSP00000340494,9606.ENSP00000340514,9606.ENSP00000340683,9606.ENSP00000340841,9606.ENSP00000340874,9606.ENSP00000341165,9606.ENSP00000342019,9606.ENSP00000343581,9606.ENSP00000343617,9606.ENSP00000344162,9606.ENSP00000344544,9606.ENSP00000344782,9606.ENSP00000344791,9606.ENSP00000344828,9606.ENSP00000347043,9606.ENSP00000347755,9606.ENSP00000349401,9606.ENSP00000349723,9606.ENSP00000350295,9606.ENSP00000350576,9606.ENSP00000350681,9606.ENSP00000350815,9606.ENSP00000350844,9606.ENSP00000352444,9606.ENSP00000352846,9606.ENSP00000353652,9606.ENSP00000354305,9606.ENSP00000356172,9606.ENSP00000356375,9606.ENSP00000358092,9606.ENSP00000358904,9606.ENSP00000359271,9606.ENSP00000359469,9606.ENSP00000360526,9606.ENSP00000361580,9606.ENSP00000362760,9606.ENSP00000362763,9606.ENSP00000363064,9606.ENSP00000365407,9606.ENSP00000365858,9606.ENSP00000366265,9606.ENSP00000366509,9606.ENSP00000366897,9606.ENSP00000367705,9606.ENSP00000368632,9606.ENSP00000368856,9606.ENSP00000370253,9606.ENSP00000371785,9606.ENSP00000376010,9606.ENSP00000376135,9606.ENSP00000376436,9606.ENSP00000378503,9606.ENSP00000378642,9606.ENSP00000378881,9606.ENSP00000379078,9606.ENSP00000379208,9606.ENSP00000379330,9606.ENSP00000379684,9606.ENSP00000379689,9606.ENSP00000380120,9606.ENSP00000380165,9606.ENSP00000380174,9606.ENSP00000382800,9606.ENSP00000383301,9606.ENSP00000384527,9606.ENSP00000385099,9606.ENSP00000385523,9606.ENSP00000388311,9606.ENSP00000388620,9606.ENSP00000388864,9606.ENSP00000391641,9606.ENSP00000392024,9606.ENSP00000396379,9606.ENSP00000397693,9606.ENSP00000398798,9606.ENSP00000400391,9606.ENSP00000400852,9606.ENSP00000400878,9606.ENSP00000403441,9606.ENSP00000406201,9606.ENSP00000406549,9606.ENSP00000407039,9606.ENSP00000409107,9606.ENSP00000409463,9606.ENSP00000410198,9606.ENSP00000411032,9606.ENSP00000411132,9606.ENSP00000412869,9606.ENSP00000417696,9606.ENSP00000420727,9606.ENSP00000421258,9606.ENSP00000423820,9606.ENSP00000429148,9606.ENSP00000429633,9606.ENSP00000429803,9606.ENSP00000431202,9606.ENSP00000431265,9606.ENSP00000432504,9606.ENSP00000433773,9606.ENSP00000437616,9606.ENSP00000439435,9606.ENSP00000441838,9606.ENSP00000441954,9606.ENSP00000444339,9606.ENSP00000444412,9606.ENSP00000445979,9606.ENSP00000446224,9606.ENSP00000446335,9606.ENSP00000450969,9606.ENSP00000453793,9606.ENSP00000457044,9606.ENSP00000460547,9606.ENSP00000464218,9606.ENSP00000465578,9606.ENSP00000467218,9606.ENSP00000469391,9606.ENSP00000470123,9606.ENSP00000470381,9606.ENSP00000470746,9606.ENSP00000471041,9606.ENSP00000472619,9606.ENSP00000473091,9606.ENSP00000478941,9606.ENSP00000481271,9606.ENSP00000482030,9606.ENSP00000482607,9606.ENSP00000482632,9606.ENSP00000482749,9606.ENSP00000484810,9606.ENSP00000484852,9606.ENSP00000485228,9606.ENSP00000487183,9606.ENSP00000498437,9606.ENSP00000498589,9606.ENSP00000501317	CRY1,TBX21,CEBPE,ZNF184,MGA,ZNF432,SP4,AEBP1,TBP,ZNF141,ZNF10,ZNF337,ZNF132,BACH2,RORA,ZNF430,ZNF225,ZNF264,LEF1,PATZ1,TEF,ZNF710,ZNF544,PRDM15,ZNF45,ZFP14,ZNF614,ZNF547,ZNF773,ZNF235,ZNF382,ZNF613,ZNF514,ZNF582,ZFP28,ZNF17,ZNF561,ZNF439,ZNF440,ZNF3,ZBTB4,ZNF431,NR1D2,ZNF624,PPARD,ZNF417,HIC1,ZNF875,ZNF518B,ZFP3,ZNF671,ZNF236,ZNF543,GRHL1,ZNF569,RORC,ZNF696,POU6F1,OLIG2,ZNF84,ZKSCAN2,ZSCAN22,PURA,ZKSCAN8,ZNF530,SMAD3,ZNF470,ZNF571,ZNF568,ZNF555,HEY1,ZNF420,ZNF70,ZNF449,MYB,ZNF383,TCF7,ZNF395,ZNF14,ZNF823,ZNF621,MEF2C,ZNF772,ZNF189,ZFP30,ZNF606,ZNF136,IKZF3,GFI1B,ZNF600,ZNF678,ZNF649,ZNF140,ZNF708,BCL11B,ZNF816,ZNF441,ELK4,NR3C2,PAX5,ZNF33B,ZNF808,ZNF528,ZSCAN12,SOX13,ZBTB41,PRDM1,ZNF512B,ZNF275,ZNF644,ZNF217,ZNF691,ZBTB26,ZBTB6,ZNF76,ZNF549,GATA1,ZNF41,ZKSCAN4,KLF12,BCOR,GATA3,NFX1,NKX3-1,OLIG1,ZNF566,ZNF605,ETS1,ZBTB9,ZNF785,ZNF484,EHMT2,ZNF248,NFATC2,ZNF813,ZNF765,RBAK,ZNF182,ZSCAN29,RUNX3,ZNF74,ZBTB40,ZNF792,PPARA,ZNF845,EOMES,ZNF419,ZNF780B,ZNF844,ZNF302,ZNF28,ZNF142,ZNF146,ZNF736,ZNF234,ZNF30,ZNF160,TAF1,ZNF418,ZBTB42,ZNF740,ZSCAN2,ZNF284,ZNF619,IKZF2,ZNF525,ZNF181,ZNF154,ZFP62,ZNF674,MYBL1,ZNF260,ZNF345,ZFP82,ZNF202,ZNF585B,ZNF611,ZNF415,ZNF567,SMAD5,ZNF701,ZNF268,ZNF623,ZNF550,ZNF362,ZBTB33,MEIS2,ZFP1,ZFP90,ZNF286A,ZNF529,ZNF570,ZNF677,ZSCAN18,ZNF468,ZNF841,ZNF615,ZNF83,ZNF320,ENSP00000478941,ZNF761,ZNF2,ZNF322,ZNF501,ZNF227,ZNF274,ZNF283,ZSCAN26,ZNF793,ZFP41,ZNF266,RFX7
GO:0003700	DNA-binding transcription factor activity	212	1420	0.35	6.15e-23	9606.ENSP00000177694,9606.ENSP00000206513,9606.ENSP00000211936,9606.ENSP00000219905,9606.ENSP00000221315,9606.ENSP00000222584,9606.ENSP00000223357,9606.ENSP00000228865,9606.ENSP00000240499,9606.ENSP00000248211,9606.ENSP00000252979,9606.ENSP00000254166,9606.ENSP00000257749,9606.ENSP00000261523,9606.ENSP00000261560,9606.ENSP00000262894,9606.ENSP00000263095,9606.ENSP00000265165,9606.ENSP00000266269,9606.ENSP00000266304,9606.ENSP00000268154,9606.ENSP00000269829,9606.ENSP00000269844,9606.ENSP00000269973,9606.ENSP00000270001,9606.ENSP00000270649,9606.ENSP00000282282,9606.ENSP00000282292,9606.ENSP00000291182,9606.ENSP00000292928,9606.ENSP00000293471,9606.ENSP00000295208,9606.ENSP00000301310,9606.ENSP00000301318,9606.ENSP00000302455,9606.ENSP00000303915,9606.ENSP00000305077,9606.ENSP00000305373,9606.ENSP00000306372,9606.ENSP00000307858,9606.ENSP00000308578,9606.ENSP00000310006,9606.ENSP00000310472,9606.ENSP00000310928,9606.ENSP00000311319,9606.ENSP00000312222,9606.ENSP00000314080,9606.ENSP00000315505,9606.ENSP00000317614,9606.ENSP00000320347,9606.ENSP00000321848,9606.ENSP00000322361,9606.ENSP00000322545,9606.ENSP00000324693,9606.ENSP00000325018,9606.ENSP00000327025,9606.ENSP00000328515,9606.ENSP00000330190,9606.ENSP00000331040,9606.ENSP00000331465,9606.ENSP00000331626,9606.ENSP00000332433,9606.ENSP00000332706,9606.ENSP00000332750,9606.ENSP00000332861,9606.ENSP00000332973,9606.ENSP00000333223,9606.ENSP00000333660,9606.ENSP00000334685,9606.ENSP00000334853,9606.ENSP00000338272,9606.ENSP00000338770,9606.ENSP00000339314,9606.ENSP00000339585,9606.ENSP00000339992,9606.ENSP00000340132,9606.ENSP00000340347,9606.ENSP00000340494,9606.ENSP00000340514,9606.ENSP00000340683,9606.ENSP00000340841,9606.ENSP00000340874,9606.ENSP00000341165,9606.ENSP00000342019,9606.ENSP00000343581,9606.ENSP00000343617,9606.ENSP00000344162,9606.ENSP00000344544,9606.ENSP00000344782,9606.ENSP00000344791,9606.ENSP00000344828,9606.ENSP00000347043,9606.ENSP00000347755,9606.ENSP00000349401,9606.ENSP00000349723,9606.ENSP00000350049,9606.ENSP00000350295,9606.ENSP00000350576,9606.ENSP00000350681,9606.ENSP00000350815,9606.ENSP00000350844,9606.ENSP00000352444,9606.ENSP00000352846,9606.ENSP00000353652,9606.ENSP00000354305,9606.ENSP00000356172,9606.ENSP00000356375,9606.ENSP00000358092,9606.ENSP00000358904,9606.ENSP00000359271,9606.ENSP00000359469,9606.ENSP00000360526,9606.ENSP00000361580,9606.ENSP00000362760,9606.ENSP00000362763,9606.ENSP00000363064,9606.ENSP00000363241,9606.ENSP00000365407,9606.ENSP00000365858,9606.ENSP00000366265,9606.ENSP00000366509,9606.ENSP00000366897,9606.ENSP00000368632,9606.ENSP00000368856,9606.ENSP00000370253,9606.ENSP00000371785,9606.ENSP00000376010,9606.ENSP00000376135,9606.ENSP00000376436,9606.ENSP00000378642,9606.ENSP00000378881,9606.ENSP00000379208,9606.ENSP00000379330,9606.ENSP00000379684,9606.ENSP00000379689,9606.ENSP00000380120,9606.ENSP00000380165,9606.ENSP00000380174,9606.ENSP00000382800,9606.ENSP00000383301,9606.ENSP00000384527,9606.ENSP00000385099,9606.ENSP00000385523,9606.ENSP00000386834,9606.ENSP00000388311,9606.ENSP00000388620,9606.ENSP00000388864,9606.ENSP00000391641,9606.ENSP00000392024,9606.ENSP00000396379,9606.ENSP00000397693,9606.ENSP00000398798,9606.ENSP00000400391,9606.ENSP00000400852,9606.ENSP00000400878,9606.ENSP00000403441,9606.ENSP00000406201,9606.ENSP00000407039,9606.ENSP00000409107,9606.ENSP00000409463,9606.ENSP00000410198,9606.ENSP00000411032,9606.ENSP00000411132,9606.ENSP00000412869,9606.ENSP00000417696,9606.ENSP00000420727,9606.ENSP00000421258,9606.ENSP00000423820,9606.ENSP00000429148,9606.ENSP00000429633,9606.ENSP00000429803,9606.ENSP00000431202,9606.ENSP00000431265,9606.ENSP00000432504,9606.ENSP00000433773,9606.ENSP00000437616,9606.ENSP00000439435,9606.ENSP00000441838,9606.ENSP00000441954,9606.ENSP00000444339,9606.ENSP00000444412,9606.ENSP00000445979,9606.ENSP00000446224,9606.ENSP00000446335,9606.ENSP00000450969,9606.ENSP00000453793,9606.ENSP00000457044,9606.ENSP00000460547,9606.ENSP00000464218,9606.ENSP00000464391,9606.ENSP00000465578,9606.ENSP00000467218,9606.ENSP00000469391,9606.ENSP00000470123,9606.ENSP00000470381,9606.ENSP00000470746,9606.ENSP00000471041,9606.ENSP00000472619,9606.ENSP00000473091,9606.ENSP00000478941,9606.ENSP00000481271,9606.ENSP00000482030,9606.ENSP00000482607,9606.ENSP00000482632,9606.ENSP00000482749,9606.ENSP00000484810,9606.ENSP00000484852,9606.ENSP00000485228,9606.ENSP00000487183,9606.ENSP00000498437,9606.ENSP00000498589,9606.ENSP00000501317	TBX21,CEBPE,ZNF184,MGA,ZNF432,SP4,AEBP1,CREBL2,ZNF141,ZNF10,ZNF337,ZNF132,BACH2,RORA,ZNF430,ZNF225,ZNF264,LEF1,PATZ1,TEF,ZNF710,ZNF544,PRDM15,ZNF45,ZFP14,ZNF614,ZNF547,ZNF773,ZNF235,ZNF382,ZNF613,ZNF514,ZNF582,ZFP28,ZNF17,ZNF561,ZNF439,ZNF440,ZNF3,ZBTB4,ZNF431,NR1D2,ZNF624,PPARD,ZNF417,ZHX3,HIC1,ZNF875,ZNF518B,ZFP3,ZNF671,ZNF236,ZNF543,GRHL1,ZNF569,RORC,ZNF696,POU6F1,OLIG2,ZNF84,ZKSCAN2,ZSCAN22,PURA,ZKSCAN8,ZNF530,SMAD3,ZNF470,ZNF571,ZNF568,ZNF555,HEY1,ZNF420,ZNF70,ZNF449,MYB,ZNF383,TCF7,ZNF395,ZNF14,ZNF823,ZNF621,MEF2C,ZNF772,ZNF189,ZFP30,ZNF606,ZNF136,IKZF3,GFI1B,ZNF600,ZNF678,ZNF649,ZNF140,ZNF708,BCL11B,HOMEZ,ZNF816,ZNF441,ELK4,NR3C2,PAX5,ZNF33B,ZNF808,ZNF528,ZSCAN12,SOX13,ZBTB41,PRDM1,ZNF512B,ZNF275,ZNF644,ZNF217,ZNF691,ZBTB26,ZBTB6,ZNF76,ZNF618,ZNF549,GATA1,ZNF41,ZKSCAN4,KLF12,GATA3,NFX1,NKX3-1,OLIG1,ZNF566,ZNF605,ETS1,ZNF785,ZNF484,ZNF248,NFATC2,ZNF813,ZNF765,RBAK,ZNF182,ZSCAN29,RUNX3,ZNF74,ZBTB40,ZNF792,PPARA,AFF3,ZNF845,EOMES,ZNF419,ZNF780B,ZNF844,ZNF302,ZNF28,ZNF142,ZNF146,ZNF736,ZNF234,ZNF30,ZNF160,ZNF418,ZBTB42,ZNF740,ZSCAN2,ZNF284,ZNF619,IKZF2,ZNF525,ZNF181,ZNF154,ZFP62,ZNF674,MYBL1,ZNF260,ZNF345,ZFP82,ZNF202,ZNF585B,ZNF611,ZNF415,ZNF567,SMAD5,ZNF701,ZNF268,ZNF623,ZNF550,ZNF362,ZBTB33,MEIS2,ZFP1,ZFP90,ZNF286A,TSHZ1,ZNF529,ZNF570,ZNF677,ZSCAN18,ZNF468,ZNF841,ZNF615,ZNF83,ZNF320,ENSP00000478941,ZNF761,ZNF2,ZNF322,ZNF501,ZNF227,ZNF274,ZNF283,ZSCAN26,ZNF793,ZFP41,ZNF266,RFX7
GO:0000976	Transcription cis-regulatory region binding	218	1506	0.34	2.69e-22	9606.ENSP00000008527,9606.ENSP00000177694,9606.ENSP00000198767,9606.ENSP00000206513,9606.ENSP00000211936,9606.ENSP00000219905,9606.ENSP00000221315,9606.ENSP00000222584,9606.ENSP00000223357,9606.ENSP00000230354,9606.ENSP00000240499,9606.ENSP00000248211,9606.ENSP00000252979,9606.ENSP00000254166,9606.ENSP00000257749,9606.ENSP00000261523,9606.ENSP00000261560,9606.ENSP00000262186,9606.ENSP00000262894,9606.ENSP00000263095,9606.ENSP00000265165,9606.ENSP00000266269,9606.ENSP00000266304,9606.ENSP00000268154,9606.ENSP00000269829,9606.ENSP00000269844,9606.ENSP00000269973,9606.ENSP00000270001,9606.ENSP00000270649,9606.ENSP00000282282,9606.ENSP00000282292,9606.ENSP00000291182,9606.ENSP00000292928,9606.ENSP00000293471,9606.ENSP00000295208,9606.ENSP00000301310,9606.ENSP00000301318,9606.ENSP00000302455,9606.ENSP00000303915,9606.ENSP00000305077,9606.ENSP00000305373,9606.ENSP00000306372,9606.ENSP00000307858,9606.ENSP00000308578,9606.ENSP00000310006,9606.ENSP00000310472,9606.ENSP00000310928,9606.ENSP00000311319,9606.ENSP00000314080,9606.ENSP00000315505,9606.ENSP00000317614,9606.ENSP00000320347,9606.ENSP00000321848,9606.ENSP00000322361,9606.ENSP00000322545,9606.ENSP00000324693,9606.ENSP00000325018,9606.ENSP00000327025,9606.ENSP00000328515,9606.ENSP00000330190,9606.ENSP00000331040,9606.ENSP00000331465,9606.ENSP00000331626,9606.ENSP00000332433,9606.ENSP00000332706,9606.ENSP00000332750,9606.ENSP00000332861,9606.ENSP00000332973,9606.ENSP00000333223,9606.ENSP00000333660,9606.ENSP00000334685,9606.ENSP00000334853,9606.ENSP00000338272,9606.ENSP00000338770,9606.ENSP00000339314,9606.ENSP00000339585,9606.ENSP00000339992,9606.ENSP00000340132,9606.ENSP00000340347,9606.ENSP00000340494,9606.ENSP00000340514,9606.ENSP00000340683,9606.ENSP00000340841,9606.ENSP00000340874,9606.ENSP00000341165,9606.ENSP00000342019,9606.ENSP00000343581,9606.ENSP00000343617,9606.ENSP00000344162,9606.ENSP00000344544,9606.ENSP00000344782,9606.ENSP00000344791,9606.ENSP00000344828,9606.ENSP00000347043,9606.ENSP00000347755,9606.ENSP00000349401,9606.ENSP00000349723,9606.ENSP00000350295,9606.ENSP00000350576,9606.ENSP00000350681,9606.ENSP00000350815,9606.ENSP00000350844,9606.ENSP00000352444,9606.ENSP00000352846,9606.ENSP00000353652,9606.ENSP00000354305,9606.ENSP00000356172,9606.ENSP00000356375,9606.ENSP00000358092,9606.ENSP00000358904,9606.ENSP00000359271,9606.ENSP00000359469,9606.ENSP00000360526,9606.ENSP00000361580,9606.ENSP00000362760,9606.ENSP00000362763,9606.ENSP00000363064,9606.ENSP00000365407,9606.ENSP00000365858,9606.ENSP00000366265,9606.ENSP00000366509,9606.ENSP00000366897,9606.ENSP00000367406,9606.ENSP00000367705,9606.ENSP00000368632,9606.ENSP00000368856,9606.ENSP00000370200,9606.ENSP00000370253,9606.ENSP00000371785,9606.ENSP00000376010,9606.ENSP00000376135,9606.ENSP00000376436,9606.ENSP00000378503,9606.ENSP00000378642,9606.ENSP00000378881,9606.ENSP00000379078,9606.ENSP00000379208,9606.ENSP00000379330,9606.ENSP00000379684,9606.ENSP00000379689,9606.ENSP00000380120,9606.ENSP00000380165,9606.ENSP00000380174,9606.ENSP00000382800,9606.ENSP00000383301,9606.ENSP00000384527,9606.ENSP00000385099,9606.ENSP00000385523,9606.ENSP00000388311,9606.ENSP00000388620,9606.ENSP00000388864,9606.ENSP00000391641,9606.ENSP00000392024,9606.ENSP00000396379,9606.ENSP00000396976,9606.ENSP00000397693,9606.ENSP00000398798,9606.ENSP00000400391,9606.ENSP00000400852,9606.ENSP00000400878,9606.ENSP00000403441,9606.ENSP00000406201,9606.ENSP00000406549,9606.ENSP00000407039,9606.ENSP00000409107,9606.ENSP00000409463,9606.ENSP00000410198,9606.ENSP00000411032,9606.ENSP00000411132,9606.ENSP00000412869,9606.ENSP00000417696,9606.ENSP00000420727,9606.ENSP00000421258,9606.ENSP00000423820,9606.ENSP00000429148,9606.ENSP00000429633,9606.ENSP00000429803,9606.ENSP00000431202,9606.ENSP00000431265,9606.ENSP00000432504,9606.ENSP00000433773,9606.ENSP00000437616,9606.ENSP00000439435,9606.ENSP00000441838,9606.ENSP00000441954,9606.ENSP00000444339,9606.ENSP00000444412,9606.ENSP00000445979,9606.ENSP00000446224,9606.ENSP00000446335,9606.ENSP00000450969,9606.ENSP00000453793,9606.ENSP00000457044,9606.ENSP00000460547,9606.ENSP00000464218,9606.ENSP00000465578,9606.ENSP00000467218,9606.ENSP00000469391,9606.ENSP00000470123,9606.ENSP00000470381,9606.ENSP00000470746,9606.ENSP00000471041,9606.ENSP00000472619,9606.ENSP00000473091,9606.ENSP00000478941,9606.ENSP00000481271,9606.ENSP00000482030,9606.ENSP00000482093,9606.ENSP00000482607,9606.ENSP00000482632,9606.ENSP00000482749,9606.ENSP00000484810,9606.ENSP00000484852,9606.ENSP00000485228,9606.ENSP00000487183,9606.ENSP00000498437,9606.ENSP00000498589,9606.ENSP00000501317	CRY1,TBX21,RRN3,CEBPE,ZNF184,MGA,ZNF432,SP4,AEBP1,TBP,ZNF141,ZNF10,ZNF337,ZNF132,BACH2,RORA,ZNF430,KCNH2,ZNF225,ZNF264,LEF1,PATZ1,TEF,ZNF710,ZNF544,PRDM15,ZNF45,ZFP14,ZNF614,ZNF547,ZNF773,ZNF235,ZNF382,ZNF613,ZNF514,ZNF582,ZFP28,ZNF17,ZNF561,ZNF439,ZNF440,ZNF3,ZBTB4,ZNF431,NR1D2,ZNF624,PPARD,ZNF417,HIC1,ZNF875,ZNF518B,ZFP3,ZNF671,ZNF236,ZNF543,GRHL1,ZNF569,RORC,ZNF696,POU6F1,OLIG2,ZNF84,ZKSCAN2,ZSCAN22,PURA,ZKSCAN8,ZNF530,SMAD3,ZNF470,ZNF571,ZNF568,ZNF555,HEY1,ZNF420,ZNF70,ZNF449,MYB,ZNF383,TCF7,ZNF395,ZNF14,ZNF823,ZNF621,MEF2C,ZNF772,ZNF189,ZFP30,ZNF606,ZNF136,IKZF3,GFI1B,ZNF600,ZNF678,ZNF649,ZNF140,ZNF708,BCL11B,ZNF816,ZNF441,ELK4,NR3C2,PAX5,ZNF33B,ZNF808,ZNF528,ZSCAN12,SOX13,ZBTB41,PRDM1,ZNF512B,ZNF275,ZNF644,ZNF217,ZNF691,ZBTB26,ZBTB6,ZNF76,ZNF549,GATA1,ZNF41,ZKSCAN4,KLF12,TAF2,BCOR,GATA3,NFX1,SNAPC3,NKX3-1,OLIG1,ZNF566,ZNF605,ETS1,ZBTB9,ZNF785,ZNF484,EHMT2,ZNF248,NFATC2,ZNF813,ZNF765,RBAK,ZNF182,ZSCAN29,RUNX3,ZNF74,ZBTB40,ZNF792,PPARA,ZNF845,EOMES,ZNF419,ZNF780B,ZNF844,ZNF302,BAHD1,ZNF28,ZNF142,ZNF146,ZNF736,ZNF234,ZNF30,ZNF160,TAF1,ZNF418,ZBTB42,ZNF740,ZSCAN2,ZNF284,ZNF619,IKZF2,ZNF525,ZNF181,ZNF154,ZFP62,ZNF674,MYBL1,ZNF260,ZNF345,ZFP82,ZNF202,ZNF585B,ZNF611,ZNF415,ZNF567,SMAD5,ZNF701,ZNF268,ZNF623,ZNF550,ZNF362,ZBTB33,MEIS2,ZFP1,ZFP90,ZNF286A,ZNF529,ZNF570,ZNF677,ZSCAN18,ZNF468,ZNF841,ZNF615,ZNF83,ZNF320,ENSP00000478941,ZNF761,ZNF2,PER3,ZNF322,ZNF501,ZNF227,ZNF274,ZNF283,ZSCAN26,ZNF793,ZFP41,ZNF266,RFX7
