microRNA ID	P-value (EV CL1-0 vs. CE CL1-0)	FDR step up (EV CL1-0 vs. CE CL1-0)	Ratio (EV CL1-0 vs. CE CL1-0)	Log2(Ratio) (EV CL1-0 vs. CE CL1-0)	Fold change (EV CL1-0 vs. CE CL1-0)	LSMean(EV CL1-0) (EV CL1-0 vs. CE CL1-0)	LSMean(CE CL1-0) (EV CL1-0 vs. CE CL1-0)
hsa-miR-186-3p	0.04183754459097129E0	0.08205033016870099E0	4.500529163541995E-4	-11.117617738832632E0	-2221.9609376177946E0	0.009999999999990905E0	22.219609405073506E0
hsa-miR-199a-3p	0.04216211096638513E0	0.08242012659880447E0	0.3514034128271679E0	-1.5087998920301993E0	-2.845732179874513E0	3665.0682258975194E0	10429.802593714183E0
hsa-let-7c-5p	0.04296738163272499E0	0.0837242227312905E0	0.593739433970306E0	-0.7520981601467737E0	-1.6842404980801928E0	8304.313668150395E0	13986.461389891087E0
hsa-miR-30a-5p	0.04335950606497554E0	0.08421750216466402E0	0.4639980254495025E0	-1.1078094289316527E0	-2.15518158516136E0	3079.3668628656897E0	6636.594757664833E0
hsa-miR-141-5p	0.04583389873205125E0	0.08873911383905131E0	5.774464691780447E-4	-10.758025168485533E0	-1731.7622556830784E0	0.010000000000005116E0	17.317622578647217E0
hsa-miR-365b-3p	0.0460765102991456E0	0.0889247300677778E0	0.40675577904723537E0	-1.2977652515253681E0	-2.4584776701694335E0	209.0475066520088E0	513.9386271866315E0
hsa-miR-641	0.04636318470985395E0	0.08919393629895711E0	0.0010237414416630045E0	-9.931932893476587E0	-976.8091427221722E0	0.010000000000005116E0	9.76809143858284E0
hsa-miR-548e-5p	0.04665838522403614E0	0.08947778938533514E0	2.401447764333796E-4	-12.023807951759546E0	-4164.154702225712E0	0.010000000000019327E0	41.64154708094539E0
hsa-miR-193b-3p	0.04841847159869954E0	0.09252659976288032E0	3.684908325055672E-4	-11.406083651852644E0	-2713.77171909668E0	0.009999999999990905E0	27.137717227174477E0
hsa-miR-500a-5p	0.048553562251808485E0	0.09252659976288032E0	6.773083802418554E-4	-10.527899533417552E0	-1476.4323448100802E0	0.010000000000005116E0	14.764323466302926E0
hsa-miR-340-3p	0.04877452443622518E0	0.09265630660925536E0	0.0010719139096196427E0	-9.865595243747281E0	-932.9107412691747E0	0.00999999999999801E0	9.329107423463217E0
hsa-miR-3136-5p	0.05070276689329578E0	0.09601836480417889E0	6.927267884248345E-4	-10.495425914204235E0	-1443.5705630409682E0	0.010000000000005116E0	14.435705648151796E0
hsa-miR-199b-3p	0.0525219201927654E0	0.09915353157886553E0	0.35358726762724163E0	-1.4998617694276952E0	-2.828156134440392E0	3650.769076415031E0	10324.944960701154E0
hsa-miR-345-5p	0.053201241217420335E0	0.10001658864830285E0	4.144391489894223E0	2.05116029015088E0	4.144391489894223E0	264.75781305869396E0	63.883398477368246E0
hsa-miR-30e-5p	0.053309171837296734E0	0.10001658864830285E0	0.43202404691151197E0	-1.2108164783447701E0	-2.3146859697946907E0	836.160026608035E0	1935.4478823670865E0
hsa-miR-212-5p	0.05377577459024181E0	0.1003190840801524E0	8.539682583295994E-4	-10.19352993312468E0	-1171.0037114916254E0	0.010000000000005116E0	11.710037128894598E0
hsa-miR-1296-5p	0.05380148898688041E0	0.1003190840801524E0	2.446011742218711E0	1.2904313296216534E0	2.446011742218711E0	264.75781305869396E0	108.24061407757085E0
hsa-miR-375-3p	0.05501268956729953E0	0.10226285238583901E0	102.6513986951916E0	6.681609475057275E0	102.6513986951916E0	4864.573820418399E0	47.38925994626153E0
hsa-miR-1291	0.05763581863618754E0	0.10681133361935673E0	1197.4563512541754E0	10.225757353586525E0	1197.4563512541754E0	724.7394137946645E0	0.6052324263578441E0
hsa-miR-3171	0.06366191914498469E0	0.11761927744469733E0	0.006160185000264316E0	-7.34281060663864E0	-162.33278707653957E0	0.009999999999999787E0	1.6233278721606215E0
hsa-miR-219b-5p	0.06505070014159327E0	0.11981983065594383E0	0.0021027228870435684E0	-8.893525551487553E0	-475.57384102381724E0	0.00999999999999801E0	4.755738415188063E0
hsa-miR-193a-3p	0.06593505389504561E0	0.12108073533453831E0	0.001353699888047927E0	-9.528876352259974E0	-738.716172490808E0	0.010000000000005116E0	7.3871617331514585E0
hsa-miR-664a-5p	0.06695361140278784E0	0.12257972359543635E0	0.00126513897799653E0	-9.62648840815897E0	-790.4269944979459E0	0.010000000000005116E0	7.904269953890193E0
hsa-miR-30b-3p	0.06741389638058017E0	0.12305066628503489E0	0.0014012141018852132E0	-9.47910687198506E0	-713.6668112707301E0	0.009999999999990905E0	7.136668120619433E0
hsa-miR-423-3p	0.06971265361258008E0	0.126864468736407E0	3.5260406814859455E0	1.8180491197628752E0	3.5260406814859455E0	1142.318996590925E0	323.9664823907906E0
hsa-miR-3173-5p	0.07009536483665464E0	0.12717901524255304E0	0.002557536664256052E0	-8.6110293623997E0	-391.0012372357855E0	0.00999999999999801E0	3.910012376298198E0
hsa-miR-18a-5p	0.07079877468924907E0	0.12807181331846249E0	0.054346403436840315E0	-4.201671626748866E0	-18.400481665031773E0	55.72030640668527E0	1025.280476910421E0
hsa-miR-671-5p	0.07169877325071776E0	0.12931385889861596E0	4.063773600894684E0	2.02282002957939E0	4.063773600894684E0	473.79531971070276E0	116.58998904225535E0
hsa-miR-218-5p	0.07603345048660032E0	0.13672483974741778E0	0.06449490791892926E0	-3.9546709301707517E0	-15.505100050022708E0	55.72030640668527E0	863.9489260535074E0
hsa-miR-1468-5p	0.07721923650588206E0	0.13834980201273142E0	8.90855034759997E-4	-10.132521692637534E0	-1122.5170886185847E0	0.010000000000005116E0	11.225170899505244E0
hsa-miR-106b-3p	0.07745418225842195E0	0.13834980201273142E0	2.0896541457855013E0	1.0632641846750897E0	2.0896541457855013E0	863.7674645574989E0	413.35427022317344E0
hsa-miR-324-5p	0.07762200112925526E0	0.13834980201273142E0	2.2103338711978693E0	1.1442643053366832E0	2.2103338711978693E0	320.46811946537923E0	144.9862953277646E0
hsa-miR-3651	0.07984423523643915E0	0.14189327434980095E0	1056.914212919258E0	10.045642566190011E0	1056.914212919258E0	1086.6086901842405E0	1.0280954458027765E0
hsa-miR-99a-3p	0.08121761506704243E0	0.1439119144170401E0	0.0780429020269585E0	-3.6795887641847997E0	-12.813465081738864E0	55.720306406685154E0	713.9702007933654E0
hsa-miR-3064-5p	0.08198277541292183E0	0.14484420379075985E0	0.0032634026029446225E0	-8.259407302306858E0	-306.42863344463944E0	0.00999999999999801E0	3.06428633740833E0
hsa-miR-652-3p	0.08241194238495413E0	0.1449019925964748E0	0.0011765394683129545E0	-9.73123456649317E0	-849.9502370574145E0	0.009999999999990905E0	8.499502380248032E0
hsa-miR-32-5p	0.08249370865640891E0	0.1449019925964748E0	0.0784619557552E0	-3.6718628930652653E0	-12.745030255427018E0	55.72030640668527E0	710.1569913000978E0
hsa-miR-199b-5p	0.08277750757190169E0	0.1449802589265099E0	0.07667585705166904E0	-3.705083802331568E0	-13.04191486671139E0	55.72030640668527E0	726.6994928182287E0
hsa-miR-181c-5p	0.08388783066725655E0	0.14650151407595813E0	0.002307936207923884E0	-8.759180936668185E0	-433.28753912984246E0	0.010000000000005116E0	4.33287539574313E0
hsa-miR-132-3p	0.08503011692241776E0	0.1480696863648999E0	0.0817038524754499E0	-3.6134520842778013E0	-12.239324948606024E0	55.72030640668527E0	681.9789366357713E0
hsa-miR-301a-3p	0.08568396497782425E0	0.14878075294143694E0	0.308716023598519E0	-1.695647728338039E0	-3.2392228571215544E0	822.3563076333031E0	2663.7953489125966E0
hsa-miR-339-5p	0.0860723752258836E0	0.1490281696768156E0	0.5837408700512617E0	-0.7766000142359808E0	-1.7130888915010938E0	320.46811946537855E0	548.9903755862911E0
hsa-miR-125b-1-3p	0.08825698170695462E0	0.15237530175046865E0	3.340356654703998E0	1.74000214955636E0	3.340356654703998E0	487.5990386854355E0	145.97214878221803E0
hsa-miR-3667-3p	0.0921856828137703E0	0.15843541971766692E0	0.002675482942570405E0	-8.545984953535383E0	-373.7642965644455E0	0.010000000000005116E0	3.7376429693852913E0
hsa-miR-15a-5p	0.09228993920847595E0	0.15843541971766692E0	0.0834787776216428E0	-3.5824467144818826E0	-11.97909251297828E0	222.85122562674042E0	2669.555449532771E0
hsa-miR-590-5p	0.09551606285590089E0	0.1635105482787456E0	0.11075083950091878E0	-3.1746104603127385E0	-9.029276929243538E0	55.72030640668527E0	503.11407731522195E0
hsa-miR-195-3p	0.09723299733069676E0	0.1659808348800063E0	0.0013860412828191437E0	-9.494814056312878E0	-721.4792318206038E0	0.010000000000019327E0	7.214792326238552E0
hsa-miR-4787-3p	0.09795291935671663E0	0.166740081826321E0	0.002449550419630711E0	-8.673267297428923E0	-408.23817790644125E0	0.010000000000005116E0	4.082381783211105E0
hsa-miR-26b-5p	0.09836367270939177E0	0.16697026796048015E0	1.5733323886634039E0	0.6538234926343724E0	1.5733323886634039E0	2480.3572113668843E0	1576.4991740138257E0
hsa-miR-30d-5p	0.09865663139428509E0	0.1669997726953541E0	5.623946307485524E0	2.491582820887309E0	5.623946307485524E0	2480.8526418746405E0	441.1231020909752E0
hsa-miR-335-5p	0.1065376940069856E0	0.17983800158282248E0	0.14701276184451992E0	-2.7659866973042924E0	-6.8021305596421335E0	55.72030640668527E0	379.0167991242515E0
hsa-miR-326	0.10696547680926245E0	0.17991395752315717E0	0.0023503136995236817E0	-8.732930956576896E0	-425.4751185778569E0	0.009999999999990905E0	4.254751190124011E0
hsa-miR-659-5p	0.1071764664453131E0	0.17991395752315717E0	0.004050134330624536E0	-7.947814526069275E0	-246.90539087522035E0	0.010000000000005116E0	2.469053911050487E0
hsa-miR-7-5p	0.10851942217019322E0	0.18166511004181518E0	0.47286403324843834E0	-1.080502682479348E0	-2.1147728092794265E0	2229.9085477906774E0	4715.749964643932E0
hsa-miR-96-5p	0.10902931341988127E0	0.18201587860178525E0	0.43154408107710923E0	-1.212420160504745E0	-2.3172603769794673E0	1393.7585211826445E0	3229.701396672395E0
hsa-miR-374b-5p	0.11297962234195502E0	0.18777818313335143E0	0.15130621943605285E0	-2.7244568041923567E0	-6.609113648647034E0	111.43061281337032E0	736.4575842568115E0
hsa-miR-33a-5p	0.11310072086414731E0	0.18777818313335143E0	0.15338899462575323E0	-2.7047331190114585E0	-6.519372543250929E0	111.43061281337032E0	726.4576778831083E0
hsa-miR-3605-3p	0.12118338571919667E0	0.2006479009448994E0	0.0034579139891988595E0	-8.175882300268215E0	-289.19169277304184E0	0.009999999999990905E0	2.8919169304954124E0
hsa-miR-4676-3p	0.12198034699516372E0	0.20141713972498423E0	0.004354102616694064E0	-7.843408875562453E0	-229.6684502027812E0	0.010000000000005116E0	2.2966845041375805E0
hsa-let-7g-3p	0.12585469156844764E0	0.20724984535456323E0	0.00533668766770638E0	-7.54983970530825E0	-187.38214830357185E0	0.010000000000005116E0	1.8738214846926482E0
hsa-miR-378a-5p	0.1342445922815533E0	0.22046672878759163E0	0.22944152687303984E0	-2.123801564946757E0	-4.358408931585189E0	222.85122562674087E0	971.2767724277526E0
hsa-miR-1304-3p	0.1351681475196352E0	0.22138350647810523E0	0.24386722683083534E0	-2.035832206640779E0	-4.100592002441046E0	55.72030640668527E0	228.48624287926708E0
hsa-miR-4662a-5p	0.13719560532464783E0	0.22354475337158106E0	0.006891996048076643E0	-7.1808624103513825E0	-145.09584640273712E0	0.010000000000005116E0	1.4509584652477159E0
hsa-miR-454-3p	0.1372254921686933E0	0.22354475337158106E0	0.24215876793997018E0	-2.0459748547621595E0	-4.129522166415607E0	222.8512256267411E0	920.2690762589082E0
hsa-miR-210-3p	0.13815751781252633E0	0.2241126241167463E0	0.26708631858394594E0	-1.904622018639627E0	-3.7441079172525917E0	55.72030640668527E0	208.62284041552175E0
hsa-miR-3613-3p	0.1383137317156157E0	0.2241126241167463E0	0.006891996048076643E0	-7.1808624103513825E0	-145.09584640273712E0	0.010000000000005116E0	1.4509584652477159E0
hsa-miR-3613-5p	0.14264311424050272E0	0.2305112726126524E0	0.2856351508694885E0	-1.8077545634734185E0	-3.5009696704202797E0	55.720306406685225E0	195.07510279760865E0
hsa-miR-191-3p	0.1432364379260322E0	0.23085447176376464E0	0.2797743510514696E0	-1.8376643886641528E0	-3.5743090681533984E0	111.43061281337032E0	398.28744993439386E0
hsa-miR-15b-3p	0.1439722024370878E0	0.2310732872102437E0	0.2675840153751231E0	-1.9019361583841488E0	-3.7371440091371335E0	459.99160073597113E0	1719.054855326547E0
hsa-miR-1255a	0.14413482271530054E0	0.2310732872102437E0	0.004507427639359466E0	-7.793479953331748E0	-221.8560296493426E0	0.010000000000005116E0	2.2185602985184616E0
hsa-miR-301a-5p	0.14675275250517783E0	0.23409457527698102E0	0.2849267381990491E0	-1.8113370809576934E0	-3.5096741229719286E0	111.43061281337032E0	391.0851383809096E0
hsa-miR-9-3p	0.14679197789645673E0	0.23409457527698102E0	0.2786216320707248E0	-1.8436208223408002E0	-3.5890967710151154E0	153.33720024532334E0	550.3420503957539E0
hsa-miR-222-3p	0.14923476512651165E0	0.23702620768974E0	1.6004361765219925E0	0.6784651450802041E0	1.6004361765219925E0	376.1784258720643E0	235.04743979212344E0
hsa-miR-769-5p	0.14941255996283942E0	0.23702620768974E0	0.2993466250486095E0	-1.7401110900653274E0	-3.3406089005934665E0	389.9821448467969E0	1302.7778244130996E0
hsa-miR-425-3p	0.15219708815524197E0	0.24081314731612696E0	1.3980307133924832E0	0.4833960556863795E0	1.3980307133924832E0	640.9262389307585E0	458.44932643805157E0
hsa-miR-140-5p	0.1535638795682588E0	0.2423429974436584E0	0.316641266085479E0	-1.6590788087827113E0	-3.1581480593563716E0	306.6644004906471E0	968.4915814713054E0
hsa-miR-103a-3p	0.15540639797993952E0	0.24461370695024248E0	0.7104836266911443E0	-0.49312669237732426E0	-1.4074919708666445E0	7831.519209455208E0	11022.80040763236E0
hsa-miR-138-5p	0.15604843204933175E0	0.24498795290646383E0	0.35392504035807265E0	-1.4984842581809243E0	-2.82545704872501E0	55.72030640668527E0	157.43533252150098E0
hsa-miR-615-3p	0.15660841172503331E0	0.24523177649966457E0	5.2851959925308085E0	2.401956972499045E0	5.2851959925308085E0	515.701907142656E0	97.57479339015367E0
hsa-miR-100-3p	0.1577924466259041E0	0.245884427062048E0	0.3530190182325334E0	-1.502182186828082E0	-2.832708574758147E0	222.85122562674223E0	631.272577839236E0
hsa-miR-625-3p	0.15783670318009352E0	0.245884427062048E0	0.3535452732617248E0	-1.5000331236207054E0	-2.8284920648895606E0	111.43061281337077E0	315.18060418374125E0
hsa-miR-93-5p	0.16476129768592088E0	0.2560137087119694E0	0.6293980808660776E0	-0.6679553152488231E0	-1.5888195887473298E0	26031.586007154707E0	41359.49377756205E0
hsa-miR-582-3p	0.1658693787023589E0	0.25707632607066366E0	0.3763790447069603E0	-1.4097417881252026E0	-2.6568960574799694E0	55.72030640668521E0	148.0430624379273E0
hsa-miR-214-5p	0.16692822334663293E0	0.25755871246942735E0	0.42443920776277844E0	-1.2363701628753943E0	-2.3560500107212192E0	55.72030640668524E0	131.2798285258595E0
hsa-miR-301b-3p	0.16703065016581675E0	0.25755871246942735E0	0.39502112862917854E0	-1.3399982736145406E0	-2.5315101586344215E0	55.72030640668524E0	141.05652173287137E0
hsa-let-7e-5p	0.17225133696860742E0	0.26493479746948245E0	0.7449611890804305E0	-0.4247628287484172E0	-1.3423518092726223E0	3176.4883261965733E0	4263.964852015339E0
hsa-miR-429	0.17882162257190384E0	0.2717288564073139E0	68.22061762013412E0	6.0921359110153315E0	68.22061762013412E0	209.04750665200876E0	3.06428633740833E0
hsa-miR-382-3p	0.1788690692029403E0	0.2717288564073139E0	5572.030632552316E0	12.44398747392032E0	5572.030632552316E0	55.72030640668524E0	0.009999999999999787E0
hsa-miR-337-3p	0.1790789174704789E0	0.2717288564073139E0	5572.030632557265E0	12.4439874739216E0	5572.030632557265E0	55.72030640668523E0	0.009999999999990905E0
hsa-miR-135b-5p	0.17925681237817953E0	0.2717288564073139E0	0.0039259131286962495E0	-7.992756034982232E0	-254.71781142851944E0	0.010000000000005116E0	2.547178116669599E0
hsa-miR-486-5p	0.1806848774106253E0	0.2717288564073139E0	16714.09189455038E0	14.028777352523393E0	16714.09189455038E0	167.1409192200557E0	0.010000000000005116E0
hsa-miR-337-5p	0.18075363560826813E0	0.2717288564073139E0	27856.153155221764E0	14.765708419718573E0	27856.153155221764E0	278.5615320334261E0	0.009999999999990905E0
hsa-miR-34c-5p	0.1807666426110274E0	0.2717288564073139E0	15333.719999546012E0	13.9044201205019E0	15333.719999546012E0	153.33720024532352E0	0.010000000000019327E0
hsa-miR-432-5p	0.18077976972511242E0	0.2717288564073139E0	22285.122525523475E0	14.443793272583443E0	22285.122525523475E0	222.85122562674064E0	0.009999999999763531E0
hsa-miR-889-3p	0.1811099127689071E0	0.2717288564073139E0	16714.091894574132E0	14.028777352525443E0	16714.091894574132E0	167.1409192200556E0	0.009999999999990905E0
hsa-miR-485-3p	0.18118464996311084E0	0.2717288564073139E0	11143.061263811804E0	13.443858009301893E0	11143.061263811804E0	111.43061281337049E0	0.009999999999990905E0
hsa-miR-323a-3p	0.18171323505567008E0	0.2717288564073139E0	11143.061263811804E0	13.443858009301893E0	11143.061263811804E0	111.43061281337043E0	0.009999999999990905E0
hsa-miR-219b-3p	0.18235440991287788E0	0.2717288564073139E0	0.004182473448103531E0	-7.901427903133893E0	-239.09297032200706E0	0.009999999999999787E0	2.3909297054313763E0
hsa-miR-188-5p	0.18249776329666131E0	0.2717288564073139E0	0.49861569313519294E0	-1.0039998048136052E0	-2.005552600465111E0	55.72030640668524E0	111.75000542577348E0
hsa-miR-369-3p	0.1844869847751143E0	0.27401743326891975E0	11143.061263811804E0	13.443858009301893E0	11143.061263811804E0	111.43061281337043E0	0.009999999999990905E0
hsa-miR-130a-5p	0.18497448751512685E0	0.2740697785676452E0	0.5229539619738561E0	-0.9352441498596981E0	-1.9122142152352462E0	55.72030640668504E0	106.54916199979107E0
hsa-miR-26a-2-3p	0.18760383907200254E0	0.2770351822751657E0	0.5515856426390374E0	-0.8583431898176198E0	-1.8129550929127591E0	153.33720024532352E0	277.99345814567357E0
hsa-miR-6821-5p	0.1878901978796916E0	0.2770351822751657E0	27856.15315514259E0	14.765708419714473E0	27856.15315514259E0	278.56153203342615E0	0.010000000000019327E0
hsa-miR-708-3p	0.1905960364756138E0	0.2789229489534834E0	0.007821121214063075E0	-6.998408841577301E0	-127.85890572849205E0	0.010000000000019327E0	1.278589058334802E0
hsa-miR-181a-5p	0.1906170229503732E0	0.2789229489534834E0	11.872143973999265E0	3.5695085876894517E0	11.872143973999265E0	738.5431327693967E0	62.20806739526322E0
hsa-miR-377-3p	0.19089026901925576E0	0.2789229489534834E0	0.023101996606698472E0	-5.435838646786877E0	-43.286301916867565E0	0.010000000000019327E0	0.43286301944493744E0
hsa-miR-369-5p	0.19101159045494326E0	0.2789229489534834E0	0.016522578056658698E0	-5.9194173783580375E0	-60.52324259391191E0	0.009999999999990905E0	0.6052324263579294E0
hsa-miR-221-3p	0.19212273622828202E0	0.27987110133254545E0	1.4655719335994042E0	0.5514637805148348E0	1.4655719335994042E0	13137.802037065034E0	8964.283318356742E0
hsa-miR-576-5p	0.19498015227980878E0	0.28335245151454225E0	0.5923570749930195E0	-0.755460995007452E0	-1.6881709398200135E0	55.72030640668521E0	94.06540204195107E0
hsa-miR-6720-5p	0.19599022864493448E0	0.283626110610354E0	0.01168598307523476E0	-6.419077084827412E0	-85.5726038247673E0	0.009999999999990905E0	0.8557260388898698E0
hsa-miR-194-5p	0.19610452202267048E0	0.283626110610354E0	0.5912302562945118E0	-0.7582079933851732E0	-1.6913884046926486E0	153.33720024532352E0	259.35276252599283E0
hsa-miR-455-5p	0.1973746714182574E0	0.2847834544749142E0	0.6366790551335798E0	-0.6513617903042763E0	-1.5706500660528135E0	167.14091922005582E0	262.51989583312434E0
hsa-miR-532-3p	0.20025359298296716E0	0.2882510150776202E0	0.6527182805945659E0	-0.6154676496503706E0	-1.5320545321468437E0	153.33720024532352E0	234.92095259948042E0
hsa-let-7f-2-3p	0.20881408180593897E0	0.29924826898099965E0	0.5914603893600113E0	-0.7576465416856082E0	-1.6907302973949756E0	55.72030640668521E0	94.20801023026894E0
hsa-miR-18b-5p	0.20888121745703442E0	0.29924826898099965E0	0.20206867042234447E0	-2.3070824373461583E0	-4.948812687834766E0	153.33720024532352E0	758.8370822960437E0
hsa-miR-454-5p	0.2184101852126121E0	0.31216172697840316E0	0.7244492058146565E0	-0.4650435549854115E0	-1.3803590258277412E0	55.72030640668524E0	76.91402787454211E0
hsa-miR-548b-3p	0.22191732466643344E0	0.31642799705378505E0	0.8465389009749605E0	-0.24035172912421293E0	-1.1812806226013925E0	153.33720024532352E0	181.1342633788462E0
hsa-miR-205-5p	0.22377349276015715E0	0.3183256727996602E0	27856.153154588486E0	14.765708419685776E0	27856.153154588486E0	278.5615320334273E0	0.010000000000218279E0
hsa-miR-296-3p	0.224695483807699E0	0.318888672570177E0	0.8222301131606468E0	-0.2823858850969477E0	-1.2162045441950637E0	55.72030640668527E0	67.76728985799195E0
hsa-miR-3065-5p	0.22740802634408963E0	0.32198426159934185E0	0.8977025419985418E0	-0.1556906145921089E0	-1.1139547380290524E0	153.33720024532352E0	170.81070073250058E0
hsa-miR-324-3p	0.22834549113353067E0	0.322557966496316E0	0.9175889782092297E0	-0.12408003262951048E0	-1.089812567225474E0	222.85122562674087E0	242.8660663131492E0
hsa-miR-181a-2-3p	0.22921545250568234E0	0.32303387027545005E0	0.6212119681056975E0	-0.686842470312803E0	-1.609756494307999E0	1003.2909458280908E0	1615.0541158570306E0
hsa-miR-598-3p	0.2322339314329668E0	0.3265284511563292E0	1.0382846833683694E0	0.05420206505700094E0	1.0382846833683694E0	459.99160073597045E0	443.0303250171834E0
hsa-miR-629-5p	0.23514237893922046E0	0.32985250378973985E0	1.0267438391891226E0	0.038076290683935685E0	1.0267438391891226E0	278.56153203342615E0	271.3057740401738E0
hsa-miR-149-5p	0.24351848869727719E0	0.34081340450473435E0	1.0891718320121107E0	0.12323157722816999E0	1.0891718320121107E0	306.66440049064704E0	281.55741038555766E0
hsa-miR-16-1-3p	0.24444647266847888E0	0.3413238765831756E0	1.0973264251730377E0	0.13399275265687743E0	1.0973264251730377E0	153.33720024532352E0	139.73708891475817E0
hsa-miR-362-5p	0.24552602147924502E0	0.34140295127410647E0	1.0916880318417153E0	0.12656064085760585E0	1.0916880318417153E0	153.33720024532352E0	140.4588085337592E0
hsa-miR-500a-3p	0.24562984613120534E0	0.34140295127410647E0	1.1018929925189418E0	0.13998412712315034E0	1.1018929925189418E0	153.33720024532352E0	139.15797748407505E0
hsa-miR-561-3p	0.24856393263857285E0	0.34469048782374173E0	0.29661857644443407E0	-1.7533191420542475E0	-3.3713330162493422E0	55.72030640668524E0	187.8517087029411E0
hsa-miR-767-5p	0.25655825206683175E0	0.35496415696917816E0	1.3925506433053692E0	0.4777297954410306E0	1.3925506433053692E0	459.99160073597045E0	330.3230679053854E0
hsa-miR-137-3p	0.258452696481846E0	0.3567706926378102E0	0.38223665565021E0	-1.3874619586729358E0	-2.616180277893373E0	431.88873227874956E0	1129.8987838155406E0
hsa-miR-146b-5p	0.26065558012091006E0	0.35899382171198063E0	1.1163530961388703E0	0.15879341558847937E0	1.1163530961388703E0	55.72030640668527E0	49.912797840010796E0
hsa-miR-182-5p	0.26222696383432903E0	0.3603390931600984E0	0.6401126400032087E0	-0.6436022977821358E0	-1.5622250483836522E0	4599.330576851949E0	7185.189433496253E0
hsa-miR-30b-5p	0.2641198011978043E0	0.36188923399010164E0	0.7140080776314842E0	-0.4859876992142684E0	-1.400544379437851E0	891.87033301472E0	1249.103982162188E0
hsa-miR-378a-3p	0.2645493905241172E0	0.36188923399010164E0	0.7473903212758743E0	-0.4200662139860869E0	-1.3379889617688576E0	808.0571581508138E0	1081.1715581372625E0
hsa-miR-551a	0.26634970889293413E0	0.3635313594349507E0	0.254189136132435E0	-1.9760257230133655E0	-3.9340784394459343E0	55.72030640668527E0	219.2080561245649E0
hsa-miR-542-3p	0.26713126360243034E0	0.36377875447881525E0	0.409496842356837E0	-1.2880757676454886E0	-2.442021272360866E0	222.85122562674104E0	544.2074336342453E0
hsa-miR-190b-5p	0.27093410630305825E0	0.36813019825034377E0	1.3370992448877423E0	0.4191065520382561E0	1.3370992448877423E0	111.43061281337046E0	83.33757814458953E0
hsa-miR-339-3p	0.27347872602177464E0	0.3707563936671039E0	1.4643274723201551E0	0.5502382242923305E0	1.4643274723201551E0	153.33720024532352E0	104.71510173369359E0
hsa-miR-30d-3p	0.2824074822248258E0	0.38200654961661706E0	1.51813629377188E0	0.602301317447771E0	1.51813629377188E0	153.33720024532352E0	101.00357975998293E0
hsa-miR-503-5p	0.28453478144232786E0	0.3840268987840772E0	1.7987886269146929E0	0.8470256675131385E0	1.7987886269146929E0	334.2718384401114E0	185.83163880701022E0
hsa-miR-329-3p	0.2910171731903144E0	0.3919031265629567E0	5572.030632557265E0	12.4439874739216E0	5572.030632557265E0	55.720306406685225E0	0.009999999999990905E0
hsa-miR-29a-5p	0.29664346657028495E0	0.3985941036398951E0	1.5948456667450162E0	0.6734168211096013E0	1.5948456667450162E0	55.720306406685246E0	34.93774197977088E0
hsa-miR-569	0.3026014827371702E0	0.4048222209152484E0	1.404601232620113E0	0.4901606063339431E0	1.404601232620113E0	55.72030640668524E0	39.66984017203858E0
hsa-miR-1260b	0.30261463048615106E0	0.4048222209152484E0	1.6299034916499728E0	0.7047865434502489E0	1.6299034916499728E0	55.72030640668527E0	34.18626114217477E0
hsa-miR-23a-3p	0.30530874126379787E0	0.4075266458278888E0	1.5041259824088473E0	0.5889254091595645E0	1.5041259824088473E0	5518.302917308378E0	3668.777071512616E0
hsa-miR-1197	0.3067644949667643E0	0.4085698548348553E0	5572.0306325414285E0	12.4439874739175E0	5572.0306325414285E0	55.72030640668525E0	0.010000000000019327E0
hsa-miR-197-3p	0.31101043752960955E0	0.41259850333913545E0	2.0847551455453948E0	1.0598779491130048E0	2.0847551455453948E0	167.14091922005582E0	80.17292561021304E0
hsa-miR-624-5p	0.31157482285337434E0	0.41259850333913545E0	2.0902372411332437E0	1.063666696938754E0	2.0902372411332437E0	153.33720024532352E0	73.3587543120697E0
hsa-miR-10b-5p	0.3118318721606007E0	0.41259850333913545E0	0.7425010773926569E0	-0.4295349755760929E0	-1.3467993925497967E0	1950.8615852494963E0	2627.4191980948585E0
hsa-miR-136-3p	0.3280114665142194E0	0.4330608904305381E0	11143.061263811824E0	13.443858009301895E0	11143.061263811824E0	111.43061281337054E0	0.009999999999990905E0
hsa-miR-17-3p	0.330357766952344E0	0.43521044950678356E0	2.4258360815110938E0	1.2784820680261348E0	2.4258360815110938E0	153.33720024532354E0	63.210041845391345E0
hsa-miR-487b-5p	0.3314254918626397E0	0.43566995242681056E0	5572.030632557265E0	12.4439874739216E0	5572.030632557265E0	55.72030640668523E0	0.009999999999990905E0
hsa-miR-935	0.33269686621808664E0	0.43639459075359416E0	2.496361740323108E0	1.319827005977527E0	2.496361740323108E0	167.14091922005537E0	66.95380581045129E0
hsa-miR-4521	0.3355716357905626E0	0.4392147112075182E0	29.152192317868273E0	4.8655324766728825E0	29.152192317868273E0	418.0850133040175E0	14.341460446857994E0
hsa-miR-181b-3p	0.3423667689507506E0	0.44714280600033374E0	2.250708269403464E0	1.1703790707590784E0	2.250708269403464E0	55.72030640668524E0	24.7567875217431E0
hsa-miR-128-1-5p	0.34844754306058284E0	0.4541058303112112E0	2.6323627543211052E0	1.3963583142246005E0	2.6323627543211052E0	111.43061281337049E0	42.33102470859703E0
