#term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
GO:0009617	Response to bacterium	100	663	0.31	4.19e-06	9606.ENSP00000008938,9606.ENSP00000164227,9606.ENSP00000216037,9606.ENSP00000216336,9606.ENSP00000216392,9606.ENSP00000216797,9606.ENSP00000223795,9606.ENSP00000225275,9606.ENSP00000227752,9606.ENSP00000229795,9606.ENSP00000230085,9606.ENSP00000231751,9606.ENSP00000233202,9606.ENSP00000233997,9606.ENSP00000245457,9606.ENSP00000252818,9606.ENSP00000257787,9606.ENSP00000261233,9606.ENSP00000261267,9606.ENSP00000261921,9606.ENSP00000262865,9606.ENSP00000264908,9606.ENSP00000265062,9606.ENSP00000268638,9606.ENSP00000280614,9606.ENSP00000284818,9606.ENSP00000284981,9606.ENSP00000287814,9606.ENSP00000289902,9606.ENSP00000291294,9606.ENSP00000296028,9606.ENSP00000296435,9606.ENSP00000296503,9606.ENSP00000296522,9606.ENSP00000297435,9606.ENSP00000299663,9606.ENSP00000299665,9606.ENSP00000302621,9606.ENSP00000305422,9606.ENSP00000306124,9606.ENSP00000312002,9606.ENSP00000312134,9606.ENSP00000312150,9606.ENSP00000312946,9606.ENSP00000320337,9606.ENSP00000328359,9606.ENSP00000332049,9606.ENSP00000336762,9606.ENSP00000341610,9606.ENSP00000342082,9606.ENSP00000345083,9606.ENSP00000348170,9606.ENSP00000349365,9606.ENSP00000349430,9606.ENSP00000349446,9606.ENSP00000350078,9606.ENSP00000351671,9606.ENSP00000355315,9606.ENSP00000356037,9606.ENSP00000356070,9606.ENSP00000356198,9606.ENSP00000357721,9606.ENSP00000357726,9606.ENSP00000357727,9606.ENSP00000358165,9606.ENSP00000362108,9606.ENSP00000363191,9606.ENSP00000364858,9606.ENSP00000365318,9606.ENSP00000368683,9606.ENSP00000369286,9606.ENSP00000372136,9606.ENSP00000379563,9606.ENSP00000381057,9606.ENSP00000381698,9606.ENSP00000383053,9606.ENSP00000399700,9606.ENSP00000400175,9606.ENSP00000412237,9606.ENSP00000419446,9606.ENSP00000427279,9606.ENSP00000428657,9606.ENSP00000431822,9606.ENSP00000436607,9606.ENSP00000440066,9606.ENSP00000440864,9606.ENSP00000444810,9606.ENSP00000445633,9606.ENSP00000446007,9606.ENSP00000452245,9606.ENSP00000455897,9606.ENSP00000466090,9606.ENSP00000476136,9606.ENSP00000477796,9606.ENSP00000477908,9606.ENSP00000481570,9606.ENSP00000494468,9606.ENSP00000496355,9606.ENSP00000497642,9606.ENSP00000501245	PGLYRP1,BCL3,XBP1,CTSG,PYGL,NFKBIA,TNFSF8,MPO,IL10RA,MAPK14,SNX3,LTF,SLC11A1,AZU1,PTGER2,JUND,AKIRIN2,IRAK3,LYZ,LOXL1,BPI,ANXA3,RAB7A,IRF8,NOCT,LY96,APP,TIMP4,FCER1G,PTGIR,PPBP,CAMP,HMGB2,HPGD,DEFA4,CLEC4E,CLEC4D,LRG1,CEBPB,PRKCE,HAVCR2,PRG2,TRIB1,STAB1,PLAAT3,DEFA3,CD86,ANG,C15orf48,SLPI,MAP2K3,HP,IL27,H2BC12,ARG1,ARID5A,CCL20,RPL39,C4BPA,MAPKAPK2,CHIT1,S100A8,S100A12,S100A9,FCGR1A,LCN2,ROMO1,CARD16,NFKBIL1,EDN1,LY86,DEFA1B,TSPO,RNASE1,SHARPIN,EPHB2,PLAC8,RHOA,IL10,ADAM9,CXCL2,NAIP,FAU,ADM,JCHAIN,NR4A1,FKBP5,H2BC8,VIM,RNASE4,MRC1,ELANE,H2BC11,GCH1,CCL3,TNFAIP3,GJB6,TLR5,LPL,CD1D
GO:0044419	Biological process involved in interspecies interaction between organisms	183	1490	0.22	4.19e-06	9606.ENSP00000008938,9606.ENSP00000164227,9606.ENSP00000216037,9606.ENSP00000216336,9606.ENSP00000216392,9606.ENSP00000216797,9606.ENSP00000221978,9606.ENSP00000223795,9606.ENSP00000224784,9606.ENSP00000225275,9606.ENSP00000227752,9606.ENSP00000229795,9606.ENSP00000230085,9606.ENSP00000231751,9606.ENSP00000233202,9606.ENSP00000233997,9606.ENSP00000234347,9606.ENSP00000245457,9606.ENSP00000252483,9606.ENSP00000252818,9606.ENSP00000253496,9606.ENSP00000254301,9606.ENSP00000256644,9606.ENSP00000257787,9606.ENSP00000261233,9606.ENSP00000261267,9606.ENSP00000261623,9606.ENSP00000261921,9606.ENSP00000262626,9606.ENSP00000262865,9606.ENSP00000264257,9606.ENSP00000264832,9606.ENSP00000264908,9606.ENSP00000265062,9606.ENSP00000267328,9606.ENSP00000268638,9606.ENSP00000280614,9606.ENSP00000284818,9606.ENSP00000284981,9606.ENSP00000286639,9606.ENSP00000286713,9606.ENSP00000287814,9606.ENSP00000287820,9606.ENSP00000289902,9606.ENSP00000291294,9606.ENSP00000293778,9606.ENSP00000294053,9606.ENSP00000295228,9606.ENSP00000295899,9606.ENSP00000295927,9606.ENSP00000296028,9606.ENSP00000296435,9606.ENSP00000296503,9606.ENSP00000296504,9606.ENSP00000296522,9606.ENSP00000297435,9606.ENSP00000299663,9606.ENSP00000299665,9606.ENSP00000300026,9606.ENSP00000302621,9606.ENSP00000303830,9606.ENSP00000305255,9606.ENSP00000305422,9606.ENSP00000306124,9606.ENSP00000307305,9606.ENSP00000310170,9606.ENSP00000312002,9606.ENSP00000312134,9606.ENSP00000312150,9606.ENSP00000312946,9606.ENSP00000313967,9606.ENSP00000315130,9606.ENSP00000315476,9606.ENSP00000318646,9606.ENSP00000318916,9606.ENSP00000320337,9606.ENSP00000326531,9606.ENSP00000328340,9606.ENSP00000328359,9606.ENSP00000330825,9606.ENSP00000331831,9606.ENSP00000332049,9606.ENSP00000335153,9606.ENSP00000336666,9606.ENSP00000336702,9606.ENSP00000336762,9606.ENSP00000341289,9606.ENSP00000341610,9606.ENSP00000341874,9606.ENSP00000342082,9606.ENSP00000345083,9606.ENSP00000345344,9606.ENSP00000345656,9606.ENSP00000348170,9606.ENSP00000349365,9606.ENSP00000349430,9606.ENSP00000349436,9606.ENSP00000349446,9606.ENSP00000350078,9606.ENSP00000351671,9606.ENSP00000354777,9606.ENSP00000355315,9606.ENSP00000356030,9606.ENSP00000356037,9606.ENSP00000356070,9606.ENSP00000356198,9606.ENSP00000356905,9606.ENSP00000357721,9606.ENSP00000357726,9606.ENSP00000357727,9606.ENSP00000358165,9606.ENSP00000359393,9606.ENSP00000360871,9606.ENSP00000362108,9606.ENSP00000362931,9606.ENSP00000363191,9606.ENSP00000363770,9606.ENSP00000363773,9606.ENSP00000363869,9606.ENSP00000364597,9606.ENSP00000364802,9606.ENSP00000364858,9606.ENSP00000365318,9606.ENSP00000366109,9606.ENSP00000367123,9606.ENSP00000367446,9606.ENSP00000368683,9606.ENSP00000369286,9606.ENSP00000372136,9606.ENSP00000378699,9606.ENSP00000378920,9606.ENSP00000379111,9606.ENSP00000379563,9606.ENSP00000380070,9606.ENSP00000380281,9606.ENSP00000381057,9606.ENSP00000381698,9606.ENSP00000383053,9606.ENSP00000385741,9606.ENSP00000386125,9606.ENSP00000389026,9606.ENSP00000389326,9606.ENSP00000399700,9606.ENSP00000400175,9606.ENSP00000402855,9606.ENSP00000404236,9606.ENSP00000412237,9606.ENSP00000419371,9606.ENSP00000419446,9606.ENSP00000421592,9606.ENSP00000427279,9606.ENSP00000428657,9606.ENSP00000431822,9606.ENSP00000432660,9606.ENSP00000433760,9606.ENSP00000436607,9606.ENSP00000440066,9606.ENSP00000440864,9606.ENSP00000444408,9606.ENSP00000444810,9606.ENSP00000445633,9606.ENSP00000446007,9606.ENSP00000452245,9606.ENSP00000454071,9606.ENSP00000455897,9606.ENSP00000466090,9606.ENSP00000469240,9606.ENSP00000476136,9606.ENSP00000477781,9606.ENSP00000477796,9606.ENSP00000477908,9606.ENSP00000479536,9606.ENSP00000480558,9606.ENSP00000481570,9606.ENSP00000483430,9606.ENSP00000484383,9606.ENSP00000484689,9606.ENSP00000494468,9606.ENSP00000495530,9606.ENSP00000496355,9606.ENSP00000496959,9606.ENSP00000497642,9606.ENSP00000501245	PGLYRP1,BCL3,XBP1,CTSG,PYGL,NFKBIA,NKG7,TNFSF8,ACTA2,MPO,IL10RA,MAPK14,SNX3,LTF,SLC11A1,AZU1,PRTN3,PTGER2,NECTIN2,JUND,F12,LGALS3,LAMTOR5,AKIRIN2,IRAK3,LYZ,CYBA,LOXL1,HPN,BPI,IL1RL2,ICAM1,ANXA3,RAB7A,RAB20,IRF8,NOCT,LY96,APP,BATF,STOM,TIMP4,PPARG,FCER1G,PTGIR,CXCL16,CLPB,INHBB,THOC7,PTX3,PPBP,CAMP,HMGB2,SAP30,HPGD,DEFA4,CLEC4E,CLEC4D,PPIB,LRG1,INSR,STX8,CEBPB,PRKCE,DDIT4,FOSL1,HAVCR2,PRG2,TRIB1,STAB1,C1QB,CLU,EXOSC4,RPS15A,MARCO,PLAAT3,THOC6,RNF135,DEFA3,IFITM1,GAS6,CD86,HSP90AA1,AP1S1,EIF5A,ANG,TUBB4B,C15orf48,RIOK3,SLPI,MAP2K3,CTSL,VAPA,HP,IL27,H2BC12,ADAM15,ARG1,ARID5A,CCL20,TBKBP1,RPL39,CD55,C4BPA,MAPKAPK2,CHIT1,VNN1,S100A8,S100A12,S100A9,FCGR1A,HMGB3,FCN1,LCN2,SRPK1,ROMO1,C1QC,C1QA,VSIG4,PADI4,HSPA1A,CARD16,NFKBIL1,ANXA1,SLC3A2,EXT1,EDN1,LY86,DEFA1B,CDK1,SLC26A6,IL4R,TSPO,GAPDH,GPER1,RNASE1,SHARPIN,EPHB2,APOBEC3H,ARMC5,CRISP3,ACE2,PLAC8,RHOA,TREML1,LILRA5,IL10,AZI2,ADAM9,ALYREF,CXCL2,NAIP,FAU,CFL1,BANF1,ADM,JCHAIN,NR4A1,SLC1A5,FKBP5,H2BC8,VIM,RNASE4,LDLR,MRC1,ELANE,CHMP2A,H2BC11,TPT1,GCH1,CCL3,CD177,CCL3L1,TNFAIP3,IFI27,TARM1,IFITM2,GJB6,ENO1,TLR5,ITGAM,LPL,CD1D
GO:0009605	Response to external stimulus	259	2355	0.17	4.74e-06	9606.ENSP00000008938,9606.ENSP00000164227,9606.ENSP00000216037,9606.ENSP00000216336,9606.ENSP00000216392,9606.ENSP00000216797,9606.ENSP00000217426,9606.ENSP00000220772,9606.ENSP00000221419,9606.ENSP00000221515,9606.ENSP00000221957,9606.ENSP00000221978,9606.ENSP00000223795,9606.ENSP00000223864,9606.ENSP00000224356,9606.ENSP00000224784,9606.ENSP00000225275,9606.ENSP00000225964,9606.ENSP00000226193,9606.ENSP00000227752,9606.ENSP00000229795,9606.ENSP00000230085,9606.ENSP00000230990,9606.ENSP00000231751,9606.ENSP00000233202,9606.ENSP00000233809,9606.ENSP00000233997,9606.ENSP00000234347,9606.ENSP00000245457,9606.ENSP00000246868,9606.ENSP00000252818,9606.ENSP00000253063,9606.ENSP00000253496,9606.ENSP00000254301,9606.ENSP00000256429,9606.ENSP00000256644,9606.ENSP00000257787,9606.ENSP00000260356,9606.ENSP00000261233,9606.ENSP00000261267,9606.ENSP00000261623,9606.ENSP00000261921,9606.ENSP00000262626,9606.ENSP00000262648,9606.ENSP00000262850,9606.ENSP00000262865,9606.ENSP00000263388,9606.ENSP00000263726,9606.ENSP00000264001,9606.ENSP00000264257,9606.ENSP00000264741,9606.ENSP00000264908,9606.ENSP00000265062,9606.ENSP00000265113,9606.ENSP00000267328,9606.ENSP00000268595,9606.ENSP00000268638,9606.ENSP00000269299,9606.ENSP00000274063,9606.ENSP00000276925,9606.ENSP00000278833,9606.ENSP00000280614,9606.ENSP00000282397,9606.ENSP00000284818,9606.ENSP00000284981,9606.ENSP00000285407,9606.ENSP00000286639,9606.ENSP00000287814,9606.ENSP00000287820,9606.ENSP00000287842,9606.ENSP00000289902,9606.ENSP00000290246,9606.ENSP00000291294,9606.ENSP00000293778,9606.ENSP00000294053,9606.ENSP00000295228,9606.ENSP00000295927,9606.ENSP00000296028,9606.ENSP00000296435,9606.ENSP00000296503,9606.ENSP00000296522,9606.ENSP00000296545,9606.ENSP00000297435,9606.ENSP00000299663,9606.ENSP00000299665,9606.ENSP00000300026,9606.ENSP00000302289,9606.ENSP00000302621,9606.ENSP00000303208,9606.ENSP00000305255,9606.ENSP00000305422,9606.ENSP00000306124,9606.ENSP00000306866,9606.ENSP00000307305,9606.ENSP00000310170,9606.ENSP00000312002,9606.ENSP00000312134,9606.ENSP00000312150,9606.ENSP00000312946,9606.ENSP00000313967,9606.ENSP00000314420,9606.ENSP00000315130,9606.ENSP00000315476,9606.ENSP00000315644,9606.ENSP00000317128,9606.ENSP00000318057,9606.ENSP00000318646,9606.ENSP00000318916,9606.ENSP00000320295,9606.ENSP00000320337,9606.ENSP00000323856,9606.ENSP00000328340,9606.ENSP00000328359,9606.ENSP00000330032,9606.ENSP00000330825,9606.ENSP00000331831,9606.ENSP00000332049,9606.ENSP00000332737,9606.ENSP00000333938,9606.ENSP00000335153,9606.ENSP00000335605,9606.ENSP00000336666,9606.ENSP00000336702,9606.ENSP00000336721,9606.ENSP00000336762,9606.ENSP00000337731,9606.ENSP00000339328,9606.ENSP00000339467,9606.ENSP00000341198,9606.ENSP00000341289,9606.ENSP00000341610,9606.ENSP00000341743,9606.ENSP00000341874,9606.ENSP00000342082,9606.ENSP00000345083,9606.ENSP00000347942,9606.ENSP00000348170,9606.ENSP00000349365,9606.ENSP00000349430,9606.ENSP00000349436,9606.ENSP00000349446,9606.ENSP00000350078,9606.ENSP00000351671,9606.ENSP00000352288,9606.ENSP00000353915,9606.ENSP00000354777,9606.ENSP00000355315,9606.ENSP00000356030,9606.ENSP00000356037,9606.ENSP00000356070,9606.ENSP00000356198,9606.ENSP00000356465,9606.ENSP00000356905,9606.ENSP00000357392,9606.ENSP00000357564,9606.ENSP00000357721,9606.ENSP00000357726,9606.ENSP00000357727,9606.ENSP00000358165,9606.ENSP00000359393,9606.ENSP00000359532,9606.ENSP00000360025,9606.ENSP00000360871,9606.ENSP00000361850,9606.ENSP00000362108,9606.ENSP00000362409,9606.ENSP00000362931,9606.ENSP00000363191,9606.ENSP00000363770,9606.ENSP00000363773,9606.ENSP00000363869,9606.ENSP00000364212,9606.ENSP00000364597,9606.ENSP00000364858,9606.ENSP00000365318,9606.ENSP00000365505,9606.ENSP00000366109,9606.ENSP00000367446,9606.ENSP00000368683,9606.ENSP00000369286,9606.ENSP00000369442,9606.ENSP00000369927,9606.ENSP00000370299,9606.ENSP00000372136,9606.ENSP00000372169,9606.ENSP00000377224,9606.ENSP00000377640,9606.ENSP00000377845,9606.ENSP00000378920,9606.ENSP00000379111,9606.ENSP00000379563,9606.ENSP00000380070,9606.ENSP00000380281,9606.ENSP00000381026,9606.ENSP00000381057,9606.ENSP00000381231,9606.ENSP00000381698,9606.ENSP00000383053,9606.ENSP00000384849,9606.ENSP00000385451,9606.ENSP00000385741,9606.ENSP00000386125,9606.ENSP00000389026,9606.ENSP00000396915,9606.ENSP00000399700,9606.ENSP00000400175,9606.ENSP00000400482,9606.ENSP00000402855,9606.ENSP00000403701,9606.ENSP00000404236,9606.ENSP00000406191,9606.ENSP00000412237,9606.ENSP00000416293,9606.ENSP00000419371,9606.ENSP00000419446,9606.ENSP00000419970,9606.ENSP00000427279,9606.ENSP00000427985,9606.ENSP00000428657,9606.ENSP00000431822,9606.ENSP00000432660,9606.ENSP00000433760,9606.ENSP00000436607,9606.ENSP00000440066,9606.ENSP00000440864,9606.ENSP00000444810,9606.ENSP00000445633,9606.ENSP00000446007,9606.ENSP00000447730,9606.ENSP00000448665,9606.ENSP00000450524,9606.ENSP00000452245,9606.ENSP00000454071,9606.ENSP00000455897,9606.ENSP00000466090,9606.ENSP00000467290,9606.ENSP00000476136,9606.ENSP00000476228,9606.ENSP00000477781,9606.ENSP00000477796,9606.ENSP00000477829,9606.ENSP00000477908,9606.ENSP00000479536,9606.ENSP00000479919,9606.ENSP00000480558,9606.ENSP00000480971,9606.ENSP00000481012,9606.ENSP00000481038,9606.ENSP00000481570,9606.ENSP00000483430,9606.ENSP00000484383,9606.ENSP00000484689,9606.ENSP00000494468,9606.ENSP00000495530,9606.ENSP00000496355,9606.ENSP00000496959,9606.ENSP00000497642,9606.ENSP00000498476,9606.ENSP00000501245	PGLYRP1,BCL3,XBP1,CTSG,PYGL,NFKBIA,AHCY,SFRP1,HNRNPL,RETN,PLIN3,NKG7,TNFSF8,PLGRKT,CYP26A1,ACTA2,MPO,COL1A1,RCVRN,IL10RA,MAPK14,SNX3,HBEGF,LTF,SLC11A1,IGFBP2,AZU1,PRTN3,PTGER2,SBDS,JUND,SESN2,F12,LGALS3,MBD2,LAMTOR5,AKIRIN2,THBS1,IRAK3,LYZ,CYBA,LOXL1,HPN,ANOS1,RRAGB,BPI,NOTCH3,LHX4,CKLF,IL1RL2,ITGA9,ANXA3,RAB7A,SLC1A3,RAB20,CMTM2,IRF8,ASGR1,SFRP2,CDKN2B,ROM1,NOCT,FLT1,LY96,APP,KLF10,BATF,TIMP4,PPARG,NRG1,FCER1G,ELMO2,PTGIR,CXCL16,CLPB,INHBB,PTX3,PPBP,CAMP,HMGB2,HPGD,IL15,DEFA4,CLEC4E,CLEC4D,PPIB,EMB,LRG1,PCSK9,STX8,CEBPB,PRKCE,GABARAP,DDIT4,FOSL1,HAVCR2,PRG2,TRIB1,STAB1,C1QB,PER1,CLU,EXOSC4,TYMS,PLXND1,EGR3,RPS15A,MARCO,TUBB3,PLAAT3,PLEC,RNF135,DEFA3,UPP1,IFITM1,GAS6,CD86,UNC5A,NEXN,HSP90AA1,CMTM7,AP1S1,EIF5A,LARP1,ANG,CIDEB,PLAUR,RHOG,NEO1,TUBB4B,C15orf48,ENSA,RIOK3,SLPI,MAP2K3,RET,HP,IL27,H2BC12,ADAM15,ARG1,ARID5A,CCL20,PLXNB2,HTR4,TBKBP1,RPL39,CD55,C4BPA,MAPKAPK2,CHIT1,RAB32,VNN1,EFNA1,RAB13,S100A8,S100A12,S100A9,FCGR1A,HMGB3,NTSR1,GADD45A,FCN1,PLAU,LCN2,NIBAN2,SRPK1,ROMO1,C1QC,C1QA,VSIG4,CDA,PADI4,CARD16,NFKBIL1,PLP2,ANXA1,EXT1,EDN1,LY86,KL,AKR1C3,SHROOM2,DEFA1B,CACNA2D4,CDKN2D,RPL24,ASNS,SLC26A6,IL4R,TSPO,GAPDH,GPER1,TRPM2,RNASE1,CBS,SHARPIN,EPHB2,CDKN1A,MDK,APOBEC3H,ARMC5,CRISP3,SCN1B,PLAC8,RHOA,CMTM3,TREML1,ARRB2,LILRA5,TRPV4,IL10,SLC2A1,AZI2,ADAM9,POR,CXCL2,DPYSL2,NAIP,FAU,CFL1,BANF1,ADM,JCHAIN,NR4A1,FKBP5,H2BC8,VIM,CD63,DDIT3,MAP1LC3B2,RNASE4,LDLR,MRC1,ELANE,SEMA6B,H2BC11,SIRT5,TPT1,GCH1,LHX1,CCL3,CD177,SH3GLB1,CCL3L1,SSTR3,GAS2L1,CYFIP1,TNFAIP3,IFI27,TARM1,IFITM2,GJB6,ENO1,TLR5,ITGAM,LPL,MAP1LC3B,CD1D
